"ID","Genotype.ID","rep","Seed.wt...g.","Seed.ProjArea.cm2.","Time.to.emergence..d.","Plant.ht..21d..cm.","Plant.ht..35d..cm.","Leaf.no..21d","Leaf.no..35d","Tiller.no..35d","Shoot.dry.wt...g.","Shoot.leaf.area..cm2.","Root.dry.wt..g.","Root.Length..cm.","Root.ProjArea.cm2.","Root.SurfArea..cm2.","Root.AvgDiam..mm.","Root.vol...cm3.","Root.no..tips","Root.no..forks","Root.no..crossings","Root.length..cm..by.diam.class..mm...0..L...0.5","Root.length..cm..by.diam.class..mm...0.5..L...1.0","Root.length..cm..by.diam.class..mm...1.0..L...1.5","Root.length..cm..by.diam.class..mm...1.5..L...2.0","Root.length..cm..by.diam.class..mm...2.0..L...2.5","Root.length..cm..by.diam.class..mm...2.5..L...3.0","Root.length..cm..by.diam.class..mm...3.0..L...3.5","Root.length..cm..by.diam.class..mm...3.5..L...4.0","Root.length..cm..by.diam.class..mm...4.0..L...4.5","Root.length..cm..by.diam.class..mm...L..4.5"
234,88,3,0.0018,NA,"7","4.3","5.5","3","4","1","0.0087","2.3626","0.0068","198.8352","5.3101","16.6821","0.2671","0.111","1040","1103","81","189.0259","8.7549","0.9012","0.1531","0","0","0","0","0","0"
235,44,7,0.0036,"0.1098","4","4.8","9.8","2","6","2","0.0258","4.7085","0.0125","215.2501","6.5103","20.4527","0.3025","0.155","657","906","78","193.2905","21.1128","0.4159","0.1713","0.2287","0.0182","0","0","0","0"
236,49,4,0.0019,"0.0963","4","3.4","9.7","2","7","3","0.0244","6.5872","0.0101","244.4205","6.6402","20.8608","0.2717","0.142","675","1230","118","220.3576","22.666","1.2521","0.1279","0.0169","0","0","0","0","0"
237,49,1,0.0014,"0.0787","4","4.3","6.6","2","4","1","0.0115","2.3371","0.0155","274.8007","9.526","29.9269","0.3467","0.259","745","1945","160","232.6113","37.3267","2.9523","0.8759","0.1434","0.4717","0.3673","0","0","0"
238,84,1,0.001,"0.0638","7","4","6.5","3","9","3","0.0216","5.5121","0.0147","175.4213","6.7169","21.1017","0.3829","0.202","787","1289","89","141.1658","29.0615","3.2484","0.3682","0.5119","0.1898","0.3435","0","0.157","0.3708"
239,81,2,0.0028,"0.1186","4","4.9","9.9","2","9","3","0.038","9.1309","0.0222","584.0104","16.9398","53.2181","0.2901","0.386","1980","3658","371","525.8167","50.5374","5.9489","1.5015","0.1052","0","0","0","0","0"
240,96,7,0.0025,"0.0878","7","5.1","9.6","3","7","2","0.0309","7.1139","0.0217","315.7504","9.9325","31.2037","0.3146","0.245","1135","2224","180","270.5925","39.4265","3.279","1.3114","0.4418","0.4007","0.1686","0.055","0","0"
241,83,5,0.0021,"0.0822","7","4.8","8.2","3","5","2","0.0149","3.8947","0.0174","304.3004","8.8586","27.8301","0.2911","0.203","1228","1690","161","275.8869","23.1127","3.1483","1.1843","0.4135","0.3068","0.0391","0","0","0"
242,53,5,0.0011,"0.0546","7","4.4","7.6","3","6","1","0.0157","3.8326","0.0129","271.418","7.4036","23.259","0.2728","0.159","980","1561","163","253.0497","15.0071","2.1546","0.4441","0.4165","0.2109","0.1351","0","0","0"
243,74,4,0.0022,"0.0756","7","4.9","9.1","3","5","2","0.0205","4.5768","0.0151","348.8822","8.9471","28.108","0.2564","0.18","1367","1581","159","334.5373","12.3954","1.175","0.3762","0.0827","0","0","0","0","0"
244,87,3,0.0015,"0.0887","7","4.4","6.4","3","5","1","0.0177","3.6084","0.0102","225.1151","5.8731","18.4508","0.2609","0.12","1073","1009","136","207.72","15.1883","0.796","0.6292","0.4599","0.3217","0","0","0","0"
245,45,6,0.002,"0.0687","7","4.2","8.5","3","8","2","0.0273","7.4024","0.0222","229.0842","8.0499","25.2895","0.3514","0.222","1058","1388","96","186.2838","34.9609","5.3452","1.3764","0.925","0.1835","0","0","0","0"
246,52,2,0.0013,"0.067","7","6.9","14.1","3","9","4","0.0706","14.0908","0.0457","645.3079","21.4194","67.2909","0.3319","0.558","2076","3873","370","555.5731","78.4185","6.3908","1.4737","0.7724","1.2973","0.1861","0.255","0.7698","0.098"
247,76,10,0.001,"0.0698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,11,2,0.002,"0.065","7","4.2","9.4","3","8","3","0.0376","8.3748","0.0204","496.7882","12.8983","40.5213","0.2596","0.263","1261","2627","296","460.0009","34.5335","2.1827","0.0711","0","0","0","0","0","0"
249,35,3,9e-04,NA,"7","4.2","7","3","9","3","0.0261","6.9358","0.0188","253.2738","8.0411","25.262","0.3175","0.201","976","1494","149","215.0098","32.4874","4.02","1.1298","0.4632","0.1632","0","0.0003","0","0"
250,44,1,0.0041,"0.1206","7","5.3","9.3","3","7","2","0.0439","7.5942","0.0226","451.3524","12.2219","38.3961","0.2708","0.26","1508","1990","243","408.7584","39.488","2.7925","0.2868","0","0","0","0","0","0"
251,33,4,0.0022,"0.0773","7","4.8","10.2","3","8","4","0.0313","9.72","0.0165","411.0005","11.1436","35.0085","0.2711","0.237","1385","2401","297","368.8182","38.8396","1.7989","0.6268","0.0821","0.1952","0.0204","0.2094","0.1181","0.2357"
252,92,7,0.0016,"0.0737","7","4","9.1","3","8","2","0.0245","7.2227","0.0167","345.6646","10.1883","32.0075","0.2947","0.236","1130","1931","177","306.1483","36.8212","2.0135","0.5124","0.0993","0","0","0","0","0"
253,49,6,0.0035,"0.1142","4","5.1","11.3","2","7","3","0.0349","8.706","0.0071","186.7816","5.0737","15.9396","0.2716","0.108","927","783","60","174.7698","11.1107","0.4641","0.238","0.199","0","0","0","0","0"
254,84,8,0.0016,"0.068","7","4.6","9.6","3","9","5","0.0334","8.5803","0.0194","519.1762","13.549","42.5656","0.261","0.278","1670","3145","409","476.2264","39.4785","2.3171","0.6541","0.4233","0.0315","0","0","0","0"
255,25,5,0.0022,"0.0886","3","3.4","5.8","3","4","1","0.0084","1.8181","0.0077","105.4542","3.533","11.0993","0.335","0.093","762","635","32","92.4773","9.8843","1.8759","0.8196","0.2636","0.078","0","0","0","0"
256,82,5,0.0024,"0.0794","7","5","10.3","3","8","4","0.0442","10.4111","0.0172","303.6307","9.1835","28.8507","0.3025","0.218","901","1653","152","267.3929","33.5648","2.2744","0.356","0.0426","0","0","0","0","0"
257,97,10,0.0018,"0.0769","4","4.5","7.9","2","5","2","0.0137","3.5931","0.0065","183.7572","4.6375","14.5691","0.2524","0.092","478","778","90","174.5946","8.5088","0.5643","0.0896","0","0","0","0","0","0"
258,24,8,0.0016,"0.0894","9","4","5.9","3","4","2","0.0089","1.6042","0.0276","439.7107","13.53","42.5057","0.3077","0.327","1324","3097","304","382.3441","49.9095","4.6969","1.1036","0.4511","0.4819","0.0946","0.0677","0.3799","0.1814"
259,57,2,0.002,"0.1077","7","5.5","11","3","9","5","0.0473","10.9264","0.0269","641.8636","18.4493","57.9602","0.2874","0.416","1556","3701","484","585.4293","48.5395","3.8593","1.2466","0.4589","0.4442","0.8466","0.3771","0.0402","0.5595"
260,74,6,0.0024,"0.0808","4","4.9","11.4","2","8","3","0.0389","9.8374","0.0179","410.0625","10.7056","33.6326","0.2611","0.22","1326","2385","258","388.9124","19.0299","1.749","0.244","0.0317","0.0148","0","0","0","0"
261,51,9,0.0022,"0.0604","4","4.5","9.5","2","9","3","0.0344","8.8151","0.018","277.2207","9.0286","28.3641","0.3257","0.231","791","1529","123","238.3079","36.6052","1.8734","0.3012","0","0","0","0","0","0"
262,47,5,0.0015,"0.0621","4","3.8","10.2","2","7","3","0.0265","6.8068","0.0114","267.5408","8.1667","25.6565","0.3053","0.196","984","1478","125","238.4784","27.9813","0.9565","0.0727","0","0","0","0","0","0"
263,101,6,0.0024,"0.1203","4","3.9","10.5","2","8","2","0.0229","6.8306","0.0167","261.0271","8.3855","26.3437","0.3212","0.212","696","1437","170","225.8446","31.5811","1.8015","0.8786","0.4964","0.2643","0.0539","0","0","0"
264,25,8,0.002,"0.0552","7","3.9","6.8","3","5","2","0.0138","3.8134","0.0109","289.5986","7.377","23.1754","0.2547","0.148","1145","1413","125","267.1672","21.7779","0.6535","0","0","0","0","0","0","0"
265,62,5,0.0032,"0.1193","4","4.7","12.7","3","10","4","0.0502","13.5095","0.0288","463.7764","16.4045","51.5363","0.3537","0.456","1597","2378","164","380.7562","74.8955","7.051","0.796","0.1052","0.1002","0","0","0","0"
266,96,1,0.0029,"0.0913","7","4.3","8.4","3","8","5","0.0318","7.8745","0.0208","348.3322","13.0302","40.9356","0.3741","0.383","1317","2584","164","286.1685","49.175","7.6982","2.7682","1.3672","0.3379","0.37","0.1161","0.0769","0.0359"
267,37,2,0.0015,"0.079","7","5.1","11.7","3","7","4","0.0418","11.0622","0.0346","548.0118","16.5971","52.1412","0.3029","0.395","1677","3636","369","488.4721","50.0861","5.6302","1.8887","0.4584","0.5118","0","0.1471","0.0658","0.7381"
268,87,5,0.0011,"0.0783","7","4.5","9.9","3","8","3","0.0355","10.0743","0.0203","376.6675","11.2385","35.3067","0.2984","0.263","1343","2138","239","316.2109","57.1052","2.2339","1.0475","0.0465","0","0","0","0","0"
269,46,5,0.0031,"0.0954","4","6.5","9.5","2","6","2","0.0273","6.1813","0.0153","295.8389","8.597","27.0083","0.2906","0.196","777","1805","171","264.2358","27.1588","2.5587","1.0412","0.3319","0.1551","0.1887","0.1394","0","0"
270,47,3,0.002,"0.0773","4","4.6","9.9","2","7","3","0.0319","7.2764","0.0112","314.8809","8.5124","26.7426","0.2703","0.181","999","1631","177","290.3714","23.0724","1.2778","0.1451","0","0","0","0","0","0"
271,43,5,0.0021,"0.0888","4","5.8","12.6","2","8","3","0.0429","12.0229","0.0197","698.9231","18.5654","58.3249","0.2656","0.387","1934","2974","409","649.5436","45.4237","3.5164","0.4233","0","0","0","0","0","0"
272,102,9,0.0018,"0.0731","4","4.2","10.4","2","9","3","0.0423","9.7958","0.0158","350.0804","10.0462","31.5609","0.287","0.226","971","2223","280","314.0486","33.1929","1.8835","0.3637","0.4682","0.0507","0.0211","0","0","0"
273,37,5,0.003,"0.1052","7","6.3","7.2","3","6","3","0.0241","6.7022","0.0187","562.5913","15.3365","48.181","0.2726","0.328","2397","3284","321","519.3559","39.4099","2.12","0.4571","0.5139","0.5311","0.1179","0.041","0","0"
274,49,8,0.0022,"0.093","4","3.7","10.1","2","7","3","0.0285","8.0106","0.0216","384.3022","12.4334","39.0605","0.3235","0.316","984","2490","219","336.8721","41.042","4.0542","0.7783","0.6824","0.2845","0","0.278","0.0225","0.0957"
275,74,7,0.0017,"0.0793","7","3.9","7.6","3","8","4","0.0274","6.2748","0.0167","284.9423","8.4831","26.6503","0.2977","0.198","921","1608","140","251.5499","30.7081","2.1207","0.285","0.2388","0","0","0","0","0"
276,55,8,0.0019,"0.0933","7","4.8","11.1","3","6","3","0.0389","9.0445","0.0219","340.2481","10.1645","31.9326","0.2987","0.238","1100","1797","158","299.9443","38.075","1.779","0.3273","0.1225","0","0","0","0","0"
277,54,4,0.0015,"0.0821","4","4.4","10.2","2","9","3","0.0328","8.7619","0.017","275.4119","8.741","27.4605","0.3174","0.218","827","1706","146","244.9621","25.1195","2.998","0.87","0.1465","0.0555","0","0.4022","0.3971","0.4317"
278,46,9,0.0032,"0.0892","9","5","11.1","3","10","4","0.0541","11.2077","0.0231","513.6572","15.5973","49.0003","0.3037","0.372","1251","2774","291","445.5007","62.1942","5.4263","0.5022","0.0338","0","0","0","0","0"
279,83,1,0.0021,"0.064","9","4.8","11.5","3","10","5","0.0534","11.5885","0.0257","580.7984","16.7401","52.5906","0.2882","0.379","1719","3616","413","513.4213","64.464","2.4838","0.1457","0","0","0","0.1867","0","0"
280,39,4,1e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,71,7,0.0017,"0.0718","7","4.9","6.8","3","13","6","0.0454","9.8866","0.0271","523.514","16.134","50.6864","0.3082","0.391","1614","3294","328","454.8599","62.9808","5.114","0.4678","0.0069","0","0","0","0","0"
282,104,4,7e-04,"0.0687","7","5.1","12.2","3","9","3","0.0458","13.1097","0.0314","630.11","18.3299","57.5852","0.2909","0.419","2126","3975","449","558.2046","63.0521","5.7589","1.7143","0.5874","0.1531","0.4025","0.0235","0","0"
283,9,1,0.0023,"0.0633","7","6","9.3","4","10","5","0.0495","8.2485","0.0461","583.0522","17.4366","54.7788","0.2991","0.41","2070","3408","280","519.7891","57.5073","5.0438","0.56","0.0706","0.0051","0","0","0","0"
284,28,1,0.0031,"0.08","7","5.8","8.9","3","6","2","0.0238","5.6901","0.0183","531.1314","13.9486","43.8209","0.2626","0.288","2171","3045","289","503.7392","24.0259","1.8296","0.4584","0.6759","0.3127","0.05","0.0397","0","0"
285,44,8,0.0034,"0.0987","7","6.6","8.1","4","9","2","0.0388","8.3401","0.0318","636.9085","20.253","63.6265","0.318","0.506","2122","4680","373","539.4451","88.0993","6.2943","2.0716","0.8457","0.0957","0","0","0","0"
286,11,3,0.0021,"0.0738","7","6.2","12.9","4","15","4","0.0773","16.8737","0.0586","523.9512","20.2511","63.6207","0.3865","0.615","1826","3755","241","409.7081","97.4952","12.7655","1.4747","1.3418","0.5335","0.3238","0.2765","0","0.0278"
287,34,3,0.0029,"0.0991","9","5.2","11","4","16","3","0.0792","17.1763","0.0464","878.4267","27.3567","85.9435","0.3114","0.669","3398","4836","457","760.8544","109.7622","5.7736","1.0837","0.6812","0.0933","0","0","0","0"
288,88,1,0.0015,"0.0665","7","4.1","9.1","3","11","2","0.041","11.5951","0.0262","498.3994","16.6513","52.3115","0.3341","0.437","1515","3518","304","413.4669","77.0842","6.578","0.7542","0.3119","0.0891","0","0","0","0"
289,87,10,6e-04,"0.0708","7","4.4","5.5","3","5","1","0.0112","2.6721","0.013","264.7648","8.7649","27.5357","0.331","0.228","882","1724","113","232.6018","27.5581","3.8598","0.4964","0.1779","0","0","0","0","0"
290,81,3,0.0026,"0.0873","5","4.5","6.4","3","9","2","0.032","6.5072","0.0209","506.4209","13.7033","43.05","0.2706","0.291","1303","3041","362","454.332","49.1734","2.6346","0.2143","0.0114","0","0","0","0","0"
291,93,2,0.0018,"0.0662","4","4","9.4","2","12","5","0.0399","9.8484","0.0166","323.9972","10.1539","31.8994","0.3134","0.25","797","1636","158","286.7356","34.6438","2.0525","0.3543","0.1386","0","0","0","0","0"
292,35,8,0.0017,"0.074","7","4.2","4.6","3","5","1","0.0132","2.4302","0.0191","165.3379","5.6497","17.7489","0.3417","0.152","741","937","63","139.4075","20.869","4.2495","0.7324","0.0579","0","0.0215","0","0","0"
293,52,7,0.002,"0.0849","9","4.8","11","3","8","2","0.0479","10.0889","0.0235","421.0085","13.6136","42.7683","0.3234","0.346","1258","2497","222","352.4499","61.2736","5.2134","1.6612","0.203","0.143","0.0137","0","0","0"
294,1,1,0.0027,"0.0967","9","3.4","9","3","9","2","0.0315","6.964","0.0132","193.857","7.9657","25.025","0.4109","0.257","503","1551","96","152.258","34.5054","3.6368","1.223","1.0932","0.4486","0.3666","0.2118","0.0383","0.041"
295,65,6,0.0022,"0.0887","7","4.6","10.7","3","11","3","0.0496","12.9806","0.037","397.4841","15.0566","47.3018","0.3788","0.448","1426","2975","173","325.9369","60.7518","6.0951","2.2615","0.8934","0.4572","0.3338","0","0.0697","0.6316"
296,55,7,0.0018,"0.0804","4","5.5","11.1","2","7","3","0.098","7.0348","0.0194","438.457","12.1434","38.1498","0.277","0.264","1056","2507","252","402.6946","33.7228","1.6322","0.3297","0.0777","0","0","0","0","0"
297,8,6,0.0023,"0.0903","7","4.5","5.8","3","4","1","0.0378","2.4418","0.0122","142.6578","4.6171","14.5051","0.3236","0.117","582","907","56","127.5148","11.8577","1.8553","0.6488","0.3951","0.2466","0.0896","0.0301","0","0"
298,73,7,0.0017,"0.083","4","6.1","17.5","3","13","4","0.0387","19.6045","0.0518","450.6292","18.4382","57.9254","0.4092","0.593","1290","3416","215","356.7037","76.2417","13.3886","3.0011","0.7494","0.4631","0","0","0","0"
299,101,10,0.0028,"0.1165","4","4.9","11.9","2","9","3","0.0419","10.5171","0.0268","467.9241","14.5284","45.6422","0.3105","0.354","1133","2738","340","407.9558","50.8072","5.8031","1.8373","1.0403","0.3391","0","0.0663","0.0211","0"
300,58,7,0.0013,"0.0587","4","4.7","11.5","3","10","3","0.0133","11.2274","0.0169","444.2163","12.6301","39.6785","0.2843","0.282","1283","2350","292","393.3669","48.9424","1.4788","0.4048","0","0.0139","0","0","0","0"
301,7,3,0.0022,"0.085","4","4.3","10.8","2","10","4",NA,"10.5368","0.0299","544.2625","16.3551","51.381","0.3005","0.386","1234","3234","302","479.0032","62.7858","2.2377","0.1943","0","0","0","0","0","0"
302,8,1,0.003,"0.0839","7","5.9","10.6","3","10","3","0.0517","12.62","0.032","495.3399","16.6003","52.1513","0.3351","0.437","1438","3105","267","423.5785","65.8614","4.0973","0.866","0.1898","0.2151","0.1233","0.1202","0.2838","0"
303,77,9,0.0024,"0.0947","7","5.6","12.7","3","11","3","0.0622","14.4777","0.035","610.4134","20.8004","65.3465","0.3408","0.557","2025","4102","403","521.4581","74.0738","9.8748","2.6063","0.9714","0.2987","0.5218","0.1688","0.0404","0.1571"
304,88,6,0.0015,"0.0761","9","3.9","8.8","3","9","3","0.0424","10.24","0.0262","576.125","17.0993","53.7189","0.2968","0.399","1911","3393","323","504.9965","66.8496","3.57","0.314","0.2622","0","0","0","0","0"
305,77,10,0.0022,"0.095","4","6.3","13.5","3","10","4","0.056","11.0666","0.0263","497.4335","14.624","45.9427","0.294","0.338","1519","2430","254","439.4147","54.6797","2.6162","0.3708","0.1753","0.0988","0","0","0","0"
306,53,9,0.0015,"0.0657","4","5.4","10.6","3","8","3","0.0326","6.3531","0.0276","555.7114","15.7902","49.6065","0.2841","0.352","1661","3167","332","503.7424","46.9053","3.8631","0.9769","0.0158","0.1094","0","0","0","0"
307,87,9,0.0011,"0.0735","4","4","9.9","2","10","4","0.034","9.1471","0.0208","249.2367","9.255","29.0754","0.3713","0.27","679","1792","131","202.1987","40.4279","4.3679","1.1197","0.7295","0","0.107","0","0.286","0"
308,68,4,0.0017,"0.0597","7","3.9","7.7","2","5","1","0.0052","3.225","0.005","96.6157","3.1396","9.8634","0.325","0.08","291","503","34","86.3108","10.0126","0.265","0.0272","0","0","0","0","0","0"
309,30,1,0.0019,"0.0736","4","4.1","9.2","3","17","6","0.0465","14.404","0.0213","438.5392","13.5292","42.5031","0.3085","0.328","1047","2392","241","385.746","48.756","3.0704","0.5887","0.0657","0.2954","0","0","0","0"
310,45,10,0.0032,"0.0793","7","4.3","4.8","3","7","1","0.0152","4.2535","0.0109","215.0499","5.9911","18.8215","0.2786","0.131","565","1010","115","196.39","17.003","1.2378","0.3716","0","0","0","0","0","0"
311,76,6,0.0017,"0.0954","4","4.4","10","2","8","3","0.0283","6.3682","0.0118","275.839","7.4449","23.389","0.2699","0.158","712","1161","141","252.0538","22.845","0.7271","0.1911","0.0124","0","0","0","0","0"
312,46,6,0.002,"0.0762","4","6.2","13.5","2","9","4","0.0492","10.7656","0.0208","373.4355","10.9005","34.245","0.2919","0.25","1093","1943","215","338.4896","32.9967","1.8926","0.0566","0","0","0","0","0","0"
313,55,3,0.0013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,8,8,0.002,"0.0741","4","5.5","12","2","9","3","0.0418","10.3269","0.0121","329.5865","8.9489","28.1138","0.2715","0.191","833","1690","192","296.6523","30.9062","1.5708","0.3125","0.0426","0.0114","0","0","0","0"
315,101,8,0.0032,"0.1145","4","5","11.7","3","9","3","0.0342","10.2737","0.0256","417.2641","13.0358","40.9531","0.3124","0.32","1320","2273","221","366.9093","44.1007","3.6633","0.9973","0.614","0.7208","0","0.1619","0","0"
316,52,5,0.0012,"0.0652","7","5.4","10","3","6","1","0.0293","5.2389","0.0158","286.3626","8.7924","27.6222","0.307","0.212","1085","1676","117","252.7994","29.3687","2.719","0.9579","0.1347","0.262","0","0.0963","0","0.0145"
317,65,7,0.0027,"0.0967","4","5.5","13.2","2","9","3","0.0426","12.734","0.0252","661.1541","19.7374","62.0068","0.2985","0.463","1884","3859","402","589.1845","65.5475","4.9495","0.8644","0.3247","0.1574","0.0782","0","0","0"
318,84,3,0.0021,"0.0911","4","4.4","6.6","2","10","3","0.0209","4.7832","0.0115","203.2104","5.668","17.8066","0.2789","0.124","853","1015","83","181.4059","20.5729","0.7693","0.1919","0.184","0","0","0","0","0"
319,9,7,0.0012,"0.0578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,46,7,0.0014,"0.0589","4","4.9","9.3","2","6","2","0.0192","5.0197","0.0098","186.944","5.1733","16.2523","0.2767","0.112","455","832","120","167.0782","17.947","1.0175","0.5416","0.3341","0","0","0","0","0"
321,32,2,0.0013,"0.0627","4","4.4","9.8","2","12","4","0.0348","10.555","0.0153","242.488","7.7554","24.3643","0.3198","0.195","700","1113","87","208.0311","32.3563","1.545","0.4078","0.1478","0","0","0","0","0"
322,93,1,0.0015,"0.0525","9","4.9","7","4","10","3","0.0292","6.0555","0.0249","387.4657","13.0331","40.9446","0.3364","0.344","1173","2339","201","336.2053","43.1445","4.5229","1.7385","0.8381","0.6491","0.238","0.0875","0","0"
323,91,8,0.0029,"0.0898","4","5.2","10.4","2","11","4","0.0366","10.0324","0.0158","278.4628","8.032","25.2333","0.2884","0.182","836","1291","108","247.4114","30.3372","0.6377","0","0","0","0","0","0","0"
324,14,5,0.0019,"0.0741","3","4.5","7.7","2","5","1","0.0205","4.7537","0.0131","332.2859","8.5269","26.788","0.2566","0.172","905","1739","251","304.9995","26.0232","0.7318","0.1608","0.2286","0.142","0","0","0","0"
325,82,3,0.0023,"0.084","7","5.4","7.2","3","6","1","0.0202","5.1077","0.0209","309.7434","9.5251","29.9241","0.3075","0.23","1245","1642","136","276.2805","28.7177","3.4718","0.5567","0.2988","0.4075","0.0103","0","0","0"
326,29,10,0.0026,"0.0812","4","4.5","4.7","2","5","2","0.0115","2.4255","0.0102","244.3946","6.5409","20.5488","0.2676","0.137","751","1003","101","228.5887","14.8296","0.5548","0.3365","0","0","0","0","0","0"
327,42,10,0.0017,"0.0592","4","5","13.8","2","8","3","0.042","10.6706","0.0168","409.5389","10.7261","33.6972","0.2619","0.221","1083","2240","319","372.4099","33.196","2.3447","1.2792","0.2369","0","0","0","0","0"
328,89,10,0.0015,"0.0644","4","5","10.4","2","8","3","0.0397","9.1042","0.0139","299.817","7.9925","25.1092","0.2666","0.167","873","1629","214","271.5537","28.0441","0.2192","0","0","0","0","0","0","0"
329,93,4,0.0012,"0.0696","7","2","4.6","2","4","1","0.0068","1.5679","0.0055","82.6524","2.1687","6.8132","0.2624","0.045","455","263","34","75.6915","6.8934","0.0675","0","0","0","0","0","0","0"
330,43,10,0.0025,"0.0856","4","6.5","12.1","2","7","2","0.0349","8.5439","0.0282","485.8784","14.0536","44.1507","0.2892","0.319","1587","2627","319","439.2865","41.1517","3.1599","0.82","0.5361","0.2905","0","0","0","0.5827"
331,71,2,7e-04,"0.0632","4","4.1","8.4","2","9","3","0.0272","7.3356","0.0124","314.4267","8.1108","25.4807","0.258","0.164","904","1648","224","287.4544","25.3365","0.9321","0.5442","0","0","0","0","0","0"
332,72,5,0.0024,"0.1071","4","6.3","9","2","6","2","0.0249","5.389","0.0164","294.2704","8.1475","25.5962","0.2769","0.177","860","1787","219","266.1216","26.7808","0.6934","0.1637","0.1851","0.2676","0.0582","0","0","0"
333,47,6,0.0024,"0.0795","4","5.3","15.2","2","8","2","0.0466","10.6624","0.0251","606.5113","15.9113","49.9869","0.2623","0.328","1753","2979","439","557.6518","43.7858","2.6541","0.5094","0.8126","0.0977","0","0.3135","0.3194","0.2985"
334,102,4,0.0016,"0.0653","4","4.8","6.9","2","6","2","0.0152","3.4382","0.0156","251.3143","7.153","22.4718","0.2846","0.16","767","1478","170","228.561","19.4751","2.0893","0.8244","0.3645","0","0","0","0","0"
335,31,6,0.0023,"0.0712","4","5","6.9","3","13","3","0.0255","7.1797","0.021","558.0892","14.8974","46.8014","0.2669","0.312","1920","2527","312","515.6043","41.0232","1.1091","0.3527","0","0","0","0","0","0"
336,61,1,0.0015,"0.08","4","4.3","6.5","3","7","2","0.0147","4.7955","0.0139","310.9332","9.3887","29.4956","0.302","0.223","1415","1292","94","282.1676","24.0095","3.0014","0.7099","0.7913","0.2195","0.0341","0","0","0"
337,79,2,0.0022,"0.0858","4","5.8","10.2","2","9","3","0.0372","8.6611","0.0157","385.9239","10.3872","32.6325","0.2692","0.22","1112","1747","197","351.7683","31.3665","2.4524","0.3144","0","0","0","0","0","0"
338,79,9,0.0013,"0.0718","4","5.2","10.3","2","9","3","0.0366","7.725","0.0187","471.5704","12.8605","40.4023","0.2727","0.275","1045","2229","306","426.147","42.9077","2.1123","0.2485","0","0","0","0","0","0"
339,44,4,0.0034,"0.1087","4","5","10","2","7","3","0.0279","6.6155","0.0149","376.3288","9.551","30.0054","0.2538","0.19","908","1400","184","345.616","29.9309","0.6263","0.1074","0.0227","0","0","0","0","0"
340,53,2,0.0013,"0.0692","4","5","9.2","2","7","3","0.0271","6.1724","0.0154","366.6121","9.6478","30.3094","0.2632","0.199","1169","1873","233","337.5326","27.7184","1.1683","0.1481","0","0","0","0","0","0"
341,39,8,0.0015,"0.0691","7","4.2","9","3","9","2","0.031","7.783","0.0219","404.5191","11.8343","37.1786","0.2926","0.272","1137","2593","320","355.9111","45.9649","2.2093","0.3197","0.0211","0","0","0","0","0"
342,32,10,0.0018,"0.0775","4","5.6","10.5","2","10","3","0.0382","9.7024","0.0149","343.381","10.3986","32.6683","0.3028","0.247","918","1606","168","301.0791","41.1107","0.9924","0.1794","0","0","0","0","0","0"
343,73,5,0.0028,"0.0594","4","6.6","14","2","7","3","0.0407","9.3264","0.0202","561.2975","14.4396","45.3635","0.2573","0.292","1753","2640","335","518.9808","39.6229","2.258","0.2783","0.045","0.0518","0","0","0","0"
344,92,1,0.0015,"0.0626","4","6.4","13.8","2","9","3","0.0666","13.8842","0.0269","683.6555","17.6809","55.5461","0.2586","0.359","1513","3120","477","630.0667","49.2956","3.4638","0.7644","0","0","0","0","0","0"
345,90,9,0.0028,"0.0933","4","5","9.2","2","8","2","0.0258","6.6822","0.0117","322.8765","8.0221","25.202","0.2485","0.157","900","1370","162","299.7812","22.4906","0.4654","0.0653","0","0","0","0","0","0"
346,62,6,0.0034,"0.1379","4","6.3","12.6","3","11","4","0.0525","13.9635","0.0197","362.62","10.6502","33.4587","0.2937","0.246","1289","1782","167","320.6962","37.9156","2.6879","1.2096","0.0534","0","0","0","0","0"
347,90,3,0.002,"0.081","4","5.6","9.4","2","8","3","0.0242","6.5653","0.0145","310.1023","10.484","32.9365","0.3381","0.278","1006","1836","110","267.3476","37.3198","3.8994","0.9542","0.268","0.1943","0","0","0","0"
348,61,3,0.0023,"0.0909","7","6.8","11.9","3","5","1","0.023","4.9927","0.0167","165.8993","5.8609","18.4125","0.3533","0.163","871","887","38","143.4713","18.8765","1.733","0.9214","0.4493","0.2707","0.1771","0","0","0"
349,1,4,0.0021,"0.0792","9","4.2","5.7","3","5","1","0.0149","3.8253","0.0087","373.8638","8.6765","27.2581","0.2321","0.158","1075","1641","242","363.8569","9.5787","0.3249","0.0296","0","0","0","0","0","0"
