SiteCode,Date,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Species,Cover,Litter depth (if >1cm),Notes
CastValley,7/29/2020,N,control,9.2,Dark cyanobacteria,25,,
CastValley,7/29/2020,N,control,9.4,Bromus tectorum,10,,dead
CastValley,7/29/2020,N,control,9.4,Moss,30,,
CastValley,7/29/2020,N,control,9.4,Dark cyanobacteria,40,,
CastValley,7/29/2020,N,control,9.4,Lichen,2,,
CastValley,7/29/2020,N,control,9.4,Litter,18,,
CastValley,7/29/2020,N,control,9.6,Pleuraphis jamesii,75,,alive
CastValley,7/29/2020,N,control,9.6,Litter,10,,
CastValley,7/29/2020,N,control,9.6,Bromus tectorum,15,,dead
CastValley,7/29/2020,N,control,9.8,Bromus tectorum,40,,dead
CastValley,7/29/2020,N,control,9.8,Litter,20,,
CastValley,7/29/2020,N,control,9.8,Moss,10,,
CastValley,7/29/2020,N,control,9.8,Lichen,5,,
CastValley,7/29/2020,N,control,9.8,Dark cyanobacteria,25,,
CastValley,7/29/2020,N,control,10.0,Pleuraphis jamesii,25,,alive
CastValley,7/29/2020,N,control,10.0,Bromus tectorum,5,,dead
CastValley,7/29/2020,N,control,10.0,Litter,5,,
CastValley,7/29/2020,N,control,10.0,Dark cyanobacteria,50,,
CastValley,7/29/2020,N,control,10.0,Moss,15,,
CastValley,7/29/2020,W,removal,4.0,Bromus tectorum,15,,dead
CastValley,7/29/2020,W,removal,4.0,Rock,15,,
CastValley,7/29/2020,W,removal,4.0,Lichen,15,,
CastValley,7/29/2020,W,removal,4.0,Dark cyanobacteria,10,,
CastValley,7/29/2020,W,removal,4.0,Light cyanobacteria,45,,
CastValley,7/29/2020,W,removal,4.2,Rock,35,,
CastValley,7/29/2020,W,removal,4.2,Moss,5,,
CastValley,7/29/2020,W,removal,4.2,Lichen,10,,
CastValley,7/29/2020,W,removal,4.2,Dark cyanobacteria,10,,
CastValley,7/29/2020,W,removal,4.2,Light cyanobacteria,15,,
CastValley,7/29/2020,W,removal,4.2,Litter,20,,
CastValley,7/29/2020,W,removal,4.2,Bromus tectorum,5,,dead
CastValley,7/29/2020,W,removal,4.4,Bromus tectorum,10,,dead
CastValley,7/29/2020,W,removal,4.4,Litter,5,,
CastValley,7/29/2020,W,removal,4.4,Moss,40,,
CastValley,7/29/2020,W,removal,4.4,Dark cyanobacteria,30,,
CastValley,7/29/2020,W,removal,4.4,Rock,15,,
CastValley,7/29/2020,W,removal,4.6,Bromus tectorum,15,,dead
CastValley,7/29/2020,W,removal,4.6,Litter,10,,
CastValley,7/29/2020,W,removal,4.6,Moss,40,,
CastValley,7/29/2020,W,removal,4.6,Lichen,10,,
CastValley,7/29/2020,W,removal,4.6,Dark cyanobacteria,25,,
CastValley,7/29/2020,W,removal,4.8,Litter,10,,
CastValley,7/29/2020,W,removal,4.8,Rock,5,,
CastValley,7/29/2020,W,removal,4.8,Light cyanobacteria,10,,
CastValley,7/29/2020,W,removal,4.8,Dark cyanobacteria,75,,
CastValley,7/29/2020,W,removal,5.0,Bromus tectorum,10,,dead
CastValley,7/29/2020,W,removal,5.0,Litter,15,,
CastValley,7/29/2020,W,removal,5.0,Rock,10,,
CastValley,7/29/2020,W,removal,5.0,Moss,20,,
CastValley,7/29/2020,W,removal,5.0,Lichen,5,,
CastValley,7/29/2020,W,removal,5.0,Dark cyanobacteria,45,,
CastValley,7/29/2020,W,removal,5.2,Bromus tectorum,75,,dead
CastValley,7/29/2020,W,removal,5.2,Litter,25,,
CastValley,7/29/2020,W,removal,5.4,Moss,35,,
CastValley,7/29/2020,W,removal,5.4,Bromus tectorum,15,,dead
CastValley,7/29/2020,W,removal,5.4,Litter,10,,
CastValley,7/29/2020,W,removal,5.4,Lichen,5,,
CastValley,7/29/2020,W,removal,5.4,Dark cyanobacteria,35,,
CastValley,7/29/2020,W,removal,5.6,Bromus tectorum,30,,dead
CastValley,7/29/2020,W,removal,5.6,Litter,30,,
CastValley,7/29/2020,W,removal,5.6,Lichen,20,,
CastValley,7/29/2020,W,removal,5.6,Dark cyanobacteria,10,,
CastValley,7/29/2020,W,removal,5.6,Rock,10,,
CastValley,7/29/2020,W,removal,5.8,Rock,30,,
CastValley,7/29/2020,W,removal,5.8,Bromus tectorum,20,,dead
CastValley,7/29/2020,W,removal,5.8,Litter,15,,
CastValley,7/29/2020,W,removal,5.8,Lichen,5,,
CastValley,7/29/2020,W,removal,5.8,Dark cyanobacteria,5,,
CastValley,7/29/2020,W,removal,5.8,Rock,25,,
CastValley,7/29/2020,W,removal,6.0,Litter,35,,
CastValley,7/29/2020,W,removal,6.0,Rock,10,,
CastValley,7/29/2020,W,removal,6.0,Lichen,10,,
CastValley,7/29/2020,W,removal,6.0,Dark cyanobacteria,10,,
CastValley,7/29/2020,W,removal,6.0,Light cyanobacteria,35,,
CastValley,7/29/2020,W,removal,6.2,Rock,25,,
CastValley,7/29/2020,W,removal,6.2,Lichen,20,,
CastValley,7/29/2020,W,removal,6.2,Dark cyanobacteria,20,,
CastValley,7/29/2020,W,removal,6.2,Light cyanobacteria,30,,
CastValley,7/29/2020,W,removal,6.2,Litter,5,,
CastValley,7/29/2020,W,removal,6.4,Litter,90,,
CastValley,7/29/2020,W,removal,6.4,Bare,10,,
CastValley,7/29/2020,W,removal,6.6,Litter,55,,
CastValley,7/29/2020,W,removal,6.6,Lichen,5,,
CastValley,7/29/2020,W,removal,6.6,Dark cyanobacteria,30,,
CastValley,7/29/2020,W,removal,6.6,Bare,10,,
CastValley,7/29/2020,W,removal,6.8,Litter,80,,
CastValley,7/29/2020,W,removal,6.8,Light cyanobacteria,10,,
CastValley,7/29/2020,W,removal,6.8,Bare,10,,
CastValley,7/29/2020,W,removal,7.0,Litter,40,,
CastValley,7/29/2020,W,removal,7.0,Lichen,5,,
CastValley,7/29/2020,W,removal,7.0,Dark cyanobacteria,25,,
CastValley,7/29/2020,W,removal,7.0,Light cyanobacteria,25,,
CastValley,7/29/2020,W,removal,7.0,Rock,5,,
CastValley,7/29/2020,W,removal,7.2,Litter,10,,
CastValley,7/29/2020,W,removal,7.2,Dark cyanobacteria,35,,
CastValley,7/29/2020,W,removal,7.2,Light cyanobacteria,50,,
CastValley,7/29/2020,W,removal,7.2,Rock,5,,
CastValley,7/29/2020,W,removal,7.4,Litter,90,,
CastValley,7/29/2020,W,removal,7.4,Light cyanobacteria,10,,
CastValley,7/29/2020,W,removal,7.6,Litter,5,,
CastValley,7/29/2020,W,removal,7.6,Dark cyanobacteria,10,,
CastValley,7/29/2020,W,removal,7.6,Light cyanobacteria,85,,
CastValley,7/29/2020,W,removal,7.8,Dark cyanobacteria,30,,
CastValley,7/29/2020,W,removal,7.8,Light cyanobacteria,70,,
CastValley,7/29/2020,W,removal,8.0,Litter,20,,
CastValley,7/29/2020,W,removal,8.0,Lichen,5,,
CastValley,7/29/2020,W,removal,8.0,Dark cyanobacteria,15,,
CastValley,7/29/2020,W,removal,8.0,Light cyanobacteria,60,,
CastValley,7/29/2020,W,removal,8.2,Litter,5,,
CastValley,7/29/2020,W,removal,8.2,Lichen,5,,
CastValley,7/29/2020,W,removal,8.2,Dark cyanobacteria,15,,
CastValley,7/29/2020,W,removal,8.2,Light cyanobacteria,75,,
CastValley,7/29/2020,W,removal,8.4,Moss,5,,
CastValley,7/29/2020,W,removal,8.4,Lichen,10,,
CastValley,7/29/2020,W,removal,8.4,Dark cyanobacteria,75,,
CastValley,7/29/2020,W,removal,8.4,Litter,10,,
CastValley,7/29/2020,W,removal,8.6,Litter,10,,
CastValley,7/29/2020,W,removal,8.6,Rock,5,,
CastValley,7/29/2020,W,removal,8.6,Dark cyanobacteria,85,,
CastValley,7/29/2020,W,removal,8.8,Litter,25,,
CastValley,7/29/2020,W,removal,8.8,Dark cyanobacteria,75,,
CastValley,7/29/2020,W,removal,9.0,Lichen,10,,
CastValley,7/29/2020,W,removal,9.0,Dark cyanobacteria,70,,
CastValley,7/29/2020,W,removal,9.0,Litter,20,,
CastValley,5/11/2021,N,control,0.2,Bromus tectorum,3,,alive
CastValley,5/11/2021,N,control,0.2,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,0.2,Pleuraphis jamesii,15,,dead
CastValley,5/11/2021,N,control,0.2,Bromus tectorum,1,,dead
CastValley,5/11/2021,N,control,0.2,Litter,10,,
CastValley,5/11/2021,N,control,0.2,Late successional biocrust,70,,
CastValley,5/11/2021,N,control,0.4,Rock,2,,
CastValley,5/11/2021,N,control,0.4,Bromus tectorum,3,,alive
CastValley,5/11/2021,N,control,0.4,Pleuraphis jamesii,2,,dead
CastValley,5/11/2021,N,control,0.4,Bromus tectorum,1,,dead
CastValley,5/11/2021,N,control,0.4,Litter,3,,
CastValley,5/11/2021,N,control,0.4,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,0.4,Late successional biocrust,84,,
CastValley,5/11/2021,N,control,0.6,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,0.6,Rock,15,,
CastValley,5/11/2021,N,control,0.6,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,0.6,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,0.6,Litter,15,,
CastValley,5/11/2021,N,control,0.6,Late successional biocrust,55,,
CastValley,5/11/2021,N,control,0.8,Bromus tectorum,1,,alive
CastValley,5/11/2021,N,control,0.8,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,0.8,Pleuraphis jamesii,3,,dead
CastValley,5/11/2021,N,control,0.8,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,0.8,Rock,1,,
CastValley,5/11/2021,N,control,0.8,Litter,5,,
CastValley,5/11/2021,N,control,0.8,Late successional biocrust,80,,
CastValley,5/11/2021,N,control,0.8,Early successional biocrust,4,,
CastValley,5/11/2021,N,control,1,Bromus tectorum,2,,alive
CastValley,5/11/2021,N,control,1,Bromus tectorum,3,,dead
CastValley,5/11/2021,N,control,1,Litter,15,,
CastValley,5/11/2021,N,control,1,Pleuraphis jamesii,5,,dead
CastValley,5/11/2021,N,control,1,Rock,15,,
CastValley,5/11/2021,N,control,1,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,1,Late successional biocrust,55,,
CastValley,5/11/2021,N,control,1.2,Bromus tectorum,2,,alive
CastValley,5/11/2021,N,control,1.2,Pleuraphis jamesii,15,,alive
CastValley,5/11/2021,N,control,1.2,Pleuraphis jamesii,75,,dead
CastValley,5/11/2021,N,control,1.2,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,1.2,Litter,3,,
CastValley,5/11/2021,N,control,1.4,Bromus tectorum,2,,alive
CastValley,5/11/2021,N,control,1.4,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,1.4,Pleuraphis jamesii,3,,dead
CastValley,5/11/2021,N,control,1.4,Litter,25,,
CastValley,5/11/2021,N,control,1.4,Early successional biocrust,20,,
CastValley,5/11/2021,N,control,1.4,Late successional biocrust,45,,
CastValley,5/11/2021,N,control,1.6,Bromus tectorum,2,,alive
CastValley,5/11/2021,N,control,1.6,Pleuraphis jamesii,5,,alive
CastValley,5/11/2021,N,control,1.6,Pleuraphis jamesii,40,,dead
CastValley,5/11/2021,N,control,1.6,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,1.6,Litter,5,,
CastValley,5/11/2021,N,control,1.6,Rock,10,,
CastValley,5/11/2021,N,control,1.6,Early successional biocrust,10,,
CastValley,5/11/2021,N,control,1.6,Late successional biocrust,23,,
CastValley,5/11/2021,N,control,1.8,Pleuraphis jamesii,15,,alive
CastValley,5/11/2021,N,control,1.8,Bromus tectorum,3,,alive
CastValley,5/11/2021,N,control,1.8,Bromus tectorum,10,,dead
CastValley,5/11/2021,N,control,1.8,Pleuraphis jamesii,45,,dead
CastValley,5/11/2021,N,control,1.8,Rock,1,,
CastValley,5/11/2021,N,control,1.8,Late successional biocrust,26,,
CastValley,5/11/2021,N,control,2,Atriplex confertifolia,15,,alive
CastValley,5/11/2021,N,control,2,Atriplex confertifolia,20,,dead
CastValley,5/11/2021,N,control,2,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,2,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,2,Pleuraphis jamesii,1,,dead
CastValley,5/11/2021,N,control,2,Litter,58,,
CastValley,5/11/2021,N,control,2.2,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,2.2,Atriplex confertifolia,75,,dead
CastValley,5/11/2021,N,control,2.2,Bromus tectorum,3,,dead
CastValley,5/11/2021,N,control,2.2,Litter,17,,
CastValley,5/11/2021,N,control,2.4,Atriplex confertifolia,30,,dead
CastValley,5/11/2021,N,control,2.4,Late successional biocrust,10,,
CastValley,5/11/2021,N,control,2.4,Bromus tectorum,2,,dead
CastValley,5/11/2021,N,control,2.4,Litter,41,,
CastValley,5/11/2021,N,control,2.6,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,2.6,Bromus tectorum,2,,alive
CastValley,5/11/2021,N,control,2.6,Bromus tectorum,10,,dead
CastValley,5/11/2021,N,control,2.6,Animal Scat,1,,
CastValley,5/11/2021,N,control,2.6,Rock,2,,
CastValley,5/11/2021,N,control,2.6,Late successional biocrust,40,,
CastValley,5/11/2021,N,control,2.6,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,2.6,Litter,39,,
CastValley,5/11/2021,N,control,2.8,Bare,3,,
CastValley,5/11/2021,N,control,2.8,Animal Scat,1,,
CastValley,5/11/2021,N,control,2.8,Rock,5,,
CastValley,5/11/2021,N,control,2.8,Litter,15,,
CastValley,5/11/2021,N,control,2.8,Early successional biocrust,25,,
CastValley,5/11/2021,N,control,2.8,Late successional biocrust,54,,
CastValley,5/11/2021,N,control,3,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,3,Pleuraphis jamesii,2,,alive
CastValley,5/11/2021,N,control,3,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,3,Rock,5,,
CastValley,5/11/2021,N,control,3,Litter,10,,
CastValley,5/11/2021,N,control,3,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,3,Late successional biocrust,68,,
CastValley,5/11/2021,N,control,3.2,Pleuraphis jamesii,3,,
CastValley,5/11/2021,N,control,3.2,Pleuraphis jamesii,5,,alive
CastValley,5/11/2021,N,control,3.2,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,3.2,Rock,1,,dead
CastValley,5/11/2021,N,control,3.2,Early successional biocrust,25,,
CastValley,5/11/2021,N,control,3.2,Litter,5,,
CastValley,5/11/2021,N,control,3.2,Bromus tectorum,1,,alive
CastValley,5/11/2021,N,control,3.2,Late successional biocrust,55,,
CastValley,5/11/2021,N,control,3.4,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,3.4,Bromus tectorum,2,,dead
CastValley,5/11/2021,N,control,3.4,Litter,3,,
CastValley,5/11/2021,N,control,3.4,Early successional biocrust,40,,
CastValley,5/11/2021,N,control,3.4,Late successional biocrust,50,,
CastValley,5/11/2021,N,control,3.6,Pleuraphis jamesii,1,,dead
CastValley,5/11/2021,N,control,3.6,Bromus tectorum,1,,alive
CastValley,5/11/2021,N,control,3.6,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,3.6,Litter,5,,
CastValley,5/11/2021,N,control,3.6,Late successional biocrust,10,,
CastValley,5/11/2021,N,control,3.6,Rock,1,,
CastValley,5/11/2021,N,control,3.6,Early successional biocrust,77,,
CastValley,5/11/2021,N,control,3.8,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,3.8,Pleuraphis jamesii,15,,dead
CastValley,5/11/2021,N,control,3.8,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,3.8,Litter,20,,
CastValley,5/11/2021,N,control,3.8,Late successional biocrust,20,,
CastValley,5/11/2021,N,control,3.8,Early successional biocrust,35,,
CastValley,5/11/2021,N,control,4,Pleuraphis jamesii,20,,alive
CastValley,5/11/2021,N,control,4,Bromus tectorum,3,,alive
CastValley,5/11/2021,N,control,4,Pleuraphis jamesii,55,,dead
CastValley,5/11/2021,N,control,4,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,4,Late successional biocrust,10,,
CastValley,5/11/2021,N,control,4,Litter,7,,
CastValley,5/11/2021,N,control,4.2,Pleuraphis jamesii,25,,alive
CastValley,5/11/2021,N,control,4.2,Pleuraphis jamesii,30,,dead
CastValley,5/11/2021,N,control,4.2,Bromus tectorum,3,,dead
CastValley,5/11/2021,N,control,4.2,Rock,3,,
CastValley,5/11/2021,N,control,4.2,Litter,4,,
CastValley,5/11/2021,N,control,4.2,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,4.2,Late successional biocrust,30,,
CastValley,5/11/2021,N,control,4.4,Pleuraphis jamesii,10,,alive
CastValley,5/11/2021,N,control,4.4,Pleuraphis jamesii,10,,dead
CastValley,5/11/2021,N,control,4.4,Bromus tectorum,2,,alive
CastValley,5/11/2021,N,control,4.4,Bromus tectorum,3,,dead
CastValley,5/11/2021,N,control,4.4,Rock,15,,
CastValley,5/11/2021,N,control,4.4,Litter,5,,
CastValley,5/11/2021,N,control,4.4,Late successional biocrust,45,,
CastValley,5/11/2021,N,control,4.4,Early successional biocrust,10,,
CastValley,5/11/2021,N,control,4.6,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,4.6,Pleuraphis jamesii,10,,alive
CastValley,5/11/2021,N,control,4.6,Pleuraphis jamesii,35,,dead
CastValley,5/11/2021,N,control,4.6,Rock,1,,
CastValley,5/11/2021,N,control,4.6,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,4.6,Litter,5,,
CastValley,5/11/2021,N,control,4.6,Late successional biocrust,39,,
CastValley,5/11/2021,N,control,4.8,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,4.8,Litter,60,,
CastValley,5/11/2021,N,control,4.8,Late successional biocrust,10,,
CastValley,5/11/2021,N,control,4.8,Early successional biocrust,25,,
CastValley,5/11/2021,N,control,5,Pleuraphis jamesii,15,,alive
CastValley,5/11/2021,N,control,5,Pleuraphis jamesii,25,,dead
CastValley,5/11/2021,N,control,5,Litter,15,,
CastValley,5/11/2021,N,control,5,Bromus tectorum,1,,dead
CastValley,5/11/2021,N,control,5,Late successional biocrust,44,,
CastValley,5/11/2021,N,control,5.2,Rock,1,,
CastValley,5/11/2021,N,control,5.2,Bromus tectorum,1,,dead
CastValley,5/11/2021,N,control,5.2,Litter,5,,
CastValley,5/11/2021,N,control,5.2,Early successional biocrust,20,,
CastValley,5/11/2021,N,control,5.2,Late successional biocrust,73,,
CastValley,5/11/2021,N,control,5.4,Bromus tectorum,1,,dead
CastValley,5/11/2021,N,control,5.4,Litter,5,,
CastValley,5/11/2021,N,control,5.4,Early successional biocrust,25,,
CastValley,5/11/2021,N,control,5.4,Late successional biocrust,69,,
CastValley,5/11/2021,N,control,5.6,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,5.6,Litter,3,,
CastValley,5/11/2021,N,control,5.6,Rock,1,,
CastValley,5/11/2021,N,control,5.6,Late successional biocrust,75,,
CastValley,5/11/2021,N,control,5.6,Early successional biocrust,16,,
CastValley,5/11/2021,N,control,5.8,Rock,2,,
CastValley,5/11/2021,N,control,5.8,Bromus tectorum,3,,dead
CastValley,5/11/2021,N,control,5.8,Litter,5,,
CastValley,5/11/2021,N,control,5.8,Early successional biocrust,20,,
CastValley,5/11/2021,N,control,5.8,Late successional biocrust,70,,
CastValley,5/11/2021,N,control,6,Bromus tectorum,30,,dead
CastValley,5/11/2021,N,control,6,Standing dead,25,,WOODY
CastValley,5/11/2021,N,control,6,Litter,15,,
CastValley,5/11/2021,N,control,6,Rock,2,,
CastValley,5/11/2021,N,control,6,Late successional biocrust,28,,
CastValley,5/11/2021,N,control,6.2,Rock,2,,
CastValley,5/11/2021,N,control,6.2,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,6.2,Litter,5,,
CastValley,5/11/2021,N,control,6.2,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,6.2,Late successional biocrust,83,,
CastValley,5/11/2021,N,control,6.4,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,6.4,Bromus tectorum,15,,dead
CastValley,5/11/2021,N,control,6.4,Litter,15,,
CastValley,5/11/2021,N,control,6.4,Rock,35,,
CastValley,5/11/2021,N,control,6.4,Late successional biocrust,25,,
CastValley,5/11/2021,N,control,6.4,Early successional biocrust,4,,
CastValley,5/11/2021,N,control,6.6,Bromus tectorum,2,,alive
CastValley,5/11/2021,N,control,6.6,Bromus tectorum,1,,dead
CastValley,5/11/2021,N,control,6.6,Pleuraphis jamesii,10,,dead
CastValley,5/11/2021,N,control,6.6,Litter,5,,
CastValley,5/11/2021,N,control,6.6,Rock,37,,
CastValley,5/11/2021,N,control,6.6,Late successional biocrust,45,,
CastValley,5/11/2021,N,control,6.8,Bromus tectorum,1,,alive
CastValley,5/11/2021,N,control,6.8,Pleuraphis jamesii,15,,alive
CastValley,5/11/2021,N,control,6.8,Pleuraphis jamesii,25,,dead
CastValley,5/11/2021,N,control,6.8,Rock,10,,
CastValley,5/11/2021,N,control,6.8,Late successional biocrust,15,,
CastValley,5/11/2021,N,control,6.8,Litter,34,,
CastValley,5/11/2021,N,control,7,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,7,Pleuraphis jamesii,10,,alive
CastValley,5/11/2021,N,control,7,Bromus tectorum,20,,dead
CastValley,5/11/2021,N,control,7,Pleuraphis jamesii,5,,dead
CastValley,5/11/2021,N,control,7,Litter,30,,
CastValley,5/11/2021,N,control,7,Rock,1,,
CastValley,5/11/2021,N,control,7,Late successional biocrust,29,,
CastValley,5/11/2021,N,control,7.2,Bromus tectorum,3,,alive
CastValley,5/11/2021,N,control,7.2,Pleuraphis jamesii,25,,dead
CastValley,5/11/2021,N,control,7.2,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,7.2,Litter,25,,
CastValley,5/11/2021,N,control,7.2,Early successional biocrust,25,,
CastValley,5/11/2021,N,control,7.2,Late successional biocrust,20,,
CastValley,5/11/2021,N,control,7.4,Bromus tectorum,1,,alive
CastValley,5/11/2021,N,control,7.4,Bromus tectorum,10,,dead
CastValley,5/11/2021,N,control,7.4,Pleuraphis jamesii,10,,dead
CastValley,5/11/2021,N,control,7.4,Litter,15,,
CastValley,5/11/2021,N,control,7.4,Early successional biocrust,30,,
CastValley,5/11/2021,N,control,7.4,Late successional biocrust,34,,
CastValley,5/11/2021,N,control,7.6,Pleuraphis jamesii,25,,alive
CastValley,5/11/2021,N,control,7.6,Pleuraphis jamesii,15,,dead
CastValley,5/11/2021,N,control,7.6,Litter,5,,
CastValley,5/11/2021,N,control,7.6,Late successional biocrust,55,,
CastValley,5/11/2021,N,control,7.8,Bromus tectorum,1,,alive
CastValley,5/11/2021,N,control,7.8,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,7.8,Bromus tectorum,10,,dead
CastValley,5/11/2021,N,control,7.8,Pleuraphis jamesii,3,,dead
CastValley,5/11/2021,N,control,7.8,Litter,15,,
CastValley,5/11/2021,N,control,7.8,Rock,3,,
CastValley,5/11/2021,N,control,7.8,Late successional biocrust,67,,
CastValley,5/11/2021,N,control,8,Animal Scat,1,,
CastValley,5/11/2021,N,control,8,Litter,3,,
CastValley,5/11/2021,N,control,8,Early successional biocrust,15,,
CastValley,5/11/2021,N,control,8,Rock,1,,
CastValley,5/11/2021,N,control,8,Late successional biocrust,80,,
CastValley,5/11/2021,N,control,8.2,Animal Scat,1,,
CastValley,5/11/2021,N,control,8.2,Rock,1,,
CastValley,5/11/2021,N,control,8.2,Standing dead,3,,
CastValley,5/11/2021,N,control,8.2,Litter,5,,
CastValley,5/11/2021,N,control,8.2,Early successional biocrust,10,,
CastValley,5/11/2021,N,control,8.2,Late successional biocrust,80,,
CastValley,5/11/2021,N,control,8.4,Animal Scat,1,,
CastValley,5/11/2021,N,control,8.4,Rock,1,,
CastValley,5/11/2021,N,control,8.4,Bromus tectorum,3,,alive
CastValley,5/11/2021,N,control,8.4,Litter,5,,
CastValley,5/11/2021,N,control,8.4,Early successional biocrust,35,,
CastValley,5/11/2021,N,control,8.4,Late successional biocrust,50,,
CastValley,5/11/2021,N,control,8.6,Atriplex confertifolia,35,,dead
CastValley,5/11/2021,N,control,8.6,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,8.6,Litter,10,,
CastValley,5/11/2021,N,control,8.6,Early successional biocrust,30,,
CastValley,5/11/2021,N,control,8.6,Late successional biocrust,20,,
CastValley,5/11/2021,N,control,8.8,Atriplex confertifolia,30,,dead
CastValley,5/11/2021,N,control,8.8,Bromus tectorum,10,,dead
CastValley,5/11/2021,N,control,8.8,Litter,10,,
CastValley,5/11/2021,N,control,8.8,Early successional biocrust,15,,
CastValley,5/11/2021,N,control,8.8,Late successional biocrust,35,,
CastValley,5/11/2021,N,control,9,Litter,30,,
CastValley,5/11/2021,N,control,9,Bromus tectorum,1,,dead
CastValley,5/11/2021,N,control,9,Late successional biocrust,25,,
CastValley,5/11/2021,N,control,9,Early successional biocrust,44,,
CastValley,5/11/2021,N,control,9.2,Bromus tectorum,3,,dead
CastValley,5/11/2021,N,control,9.2,Litter,10,,
CastValley,5/11/2021,N,control,9.2,Early successional biocrust,15,,
CastValley,5/11/2021,N,control,9.2,Late successional biocrust,82,,
CastValley,5/11/2021,N,control,9.4,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,9.4,Litter,15,,
CastValley,5/11/2021,N,control,9.4,Late successional biocrust,65,,
CastValley,5/11/2021,N,control,9.4,Early successional biocrust,19,,
CastValley,5/11/2021,N,control,9.6,Late successional biocrust,5,,
CastValley,5/11/2021,N,control,9.6,Early successional biocrust,5,,
CastValley,5/11/2021,N,control,9.6,Bromus tectorum,15,,dead
CastValley,5/11/2021,N,control,9.6,Pleuraphis jamesii,25,,dead
CastValley,5/11/2021,N,control,9.6,Litter,50,,
CastValley,5/11/2021,N,control,9.8,Bromus tectorum,5,,alive
CastValley,5/11/2021,N,control,9.8,Bromus tectorum,5,,dead
CastValley,5/11/2021,N,control,9.8,Pleuraphis jamesii,40,,dead
CastValley,5/11/2021,N,control,9.8,Pleuraphis jamesii,1,,alive
CastValley,5/11/2021,N,control,9.8,Litter,14,,
CastValley,5/11/2021,N,control,9.8,Early successional biocrust,20,,
CastValley,5/11/2021,N,control,9.8,Late successional biocrust,15,,
CastValley,5/11/2021,N,control,10,Pleuraphis jamesii,20,,alive
CastValley,5/11/2021,N,control,10,Pleuraphis jamesii,25,,dead
CastValley,5/11/2021,N,control,10,Litter,10,,
CastValley,5/11/2021,N,control,10,Early successional biocrust,20,,
CastValley,5/11/2021,N,control,10,Late successional biocrust,25,,
CastValley,5/11/2021,W,removal,9,Rock,1,,
CastValley,5/11/2021,W,removal,9,Late successional biocrust,5,,
CastValley,5/11/2021,W,removal,9,Litter,10,,
CastValley,5/11/2021,W,removal,9,Early successional biocrust,86,,
CastValley,5/11/2021,W,removal,8.8,Rock,1,,
CastValley,5/11/2021,W,removal,8.8,Litter,10,,
CastValley,5/11/2021,W,removal,8.8,Early successional biocrust,89,,
CastValley,5/11/2021,W,removal,8.6,Rock,1,,
CastValley,5/11/2021,W,removal,8.6,Litter,5,,
CastValley,5/11/2021,W,removal,8.6,Early successional biocrust,94,,
CastValley,5/11/2021,W,removal,8.4,Late successional biocrust,15,,
CastValley,5/11/2021,W,removal,8.4,Rock,2,,
CastValley,5/11/2021,W,removal,8.4,Litter,3,,
CastValley,5/11/2021,W,removal,8.4,Early successional biocrust,80,,
CastValley,5/11/2021,W,removal,8.2,Pleuraphis jamesii,5,,alive
CastValley,5/11/2021,W,removal,8.2,Rock,1,,
