site,block,density_long,density,albedo,X,Y,genotype_batch,top,middle,bottom,genotype,growout_loc,growout_yr,source,harvest_stage,harvest_height,notes,status,5/9/22,5/18/22,5/26/22,6/3/22,6/7/22,6/13/22,6/17/22,6/21/22,6/23/22,6/24/22,6/27/22,6/28/22,6/29/22,6/30/22,7/7/22,7/11/22,7/14/22,7/18/22,7/22/22,7/27/22,check,,
Cheyenne,1,high,hi,white,4,6,45_Reno,blue,orange,blue,g45,Reno,2020,Fleishman_01,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,5,6,38_Logan,blue,blue,orange,g38,Logan,2021,Copeland01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,6,6,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,7,6,84_Reno,orange,blue,blue,g84,Reno,2020,Reed03,,,,WP,,,,,,,WP,,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,8,6,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,WP,,,,,,,,,1SH,,,WP,,,,,,,,,IB,,
Cheyenne,1,high,hi,white,9,6,46_Reno,blue,orange,pink,g46,Reno,2020,Fleishman_05,,,,WP,,,,,,,,,,,,WP,,,,,,,,,V3+,,
Cheyenne,1,high,hi,white,10,6,5_Reno,green,green,orange,g5,Reno,2020,AAFC08,,,,WP,,,,,,,,,1SH,,,WP,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,1,7,59_Reno,pink,green,purple,g59,Reno,2020,Lavin01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,2,7,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,3,7,88_Reno,orange,pink,pink,g88,Reno,2020,Schupp05,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,4,7,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,5,7,96_Reno,orange,purple,blue,g96,Reno,2020,Chynoweth02,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,6,7,13_Reno,green,pink,blue,g13,Reno,2020,Schupp01,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,7,7,89_Reno,orange,pink,orange,g89,Reno,2020,Symstad1,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,8,7,68_Reno,pink,orange,green,g68,Reno,2020,Porensky1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,9,7,97_Reno,orange,purple,orange,g97,Reno,2020,Chynoweth03,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,10,7,8_Reno,green,blue,blue,g8,Reno,2020,Blumenthal01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,1,8,32_Reno,blue,green,pink,g32,Reno,2020,Chambers04,,,,WP,,,,WP,,,,,,,,,,,,,,,,,H,,
Cheyenne,1,high,hi,white,2,8,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,WP,,,,,,,WP,,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,3,8,2_Reno,green,green,blue,g2,Reno,2020,AAFC05,,,,,,,,,,,,,,,,,,,,,,,,,V3+,,
Cheyenne,1,high,hi,white,4,8,72_Reno,pink,purple,green,g72,Reno,2020,Pyke3,,,,WP,,,,,1SH,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,5,8,11_Reno,green,blue,orange,g11,Reno,2020,Adler09,,,,WP,,,,,,,1SH,1SH,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,6,8,29_Reno,green,purple,purple,g29,Reno,2020,Chambers01,brown,123,undeveloped spikelets,WP,,,WP,,,,,,,,,,,,,,,,,,H,,
Cheyenne,1,high,hi,white,7,8,71_Reno,pink,orange,purple,g71,Reno,2020,Porensky30,,,,WP,,,,,,,,,1SH,,,WP,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,8,8,42_Logan,blue,pink,pink,g42,Logan,2021,Downs01,,,,WP,,,,,WP,,,,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,9,8,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,10,8,93_Logan,orange,orange,pink,g93,Logan,2021,Urza2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,1,9,100_Reno,purple,green,pink,g100,Reno,2020,Chynoweth08,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,2,9,60_Reno,pink,blue,blue,g60,Reno,2020,Lavin02,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,3,9,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,WP,,,,,1SH,,1SH,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,4,9,28_Reno,green,purple,orange,g28,Reno,2020,Bradford01,,,,,,,,,,,,,,,,,,,,,,,,,V2,,
Cheyenne,1,high,hi,white,5,9,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,6,9,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,WP,,,,,,,,1SH,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,7,9,86_Reno,orange,blue,orange,g86,Reno,2020,Schupp03,,,,WP,,,,,1SH,,,2SH,2SH,,,WP,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,8,9,11_Reno,green,blue,orange,g11,Reno,2020,Adler09,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,9,9,7_Reno,green,blue,green,g7,Reno,2020,AAFC10,,,,WP,,,,,,,,,,,,WP,,,,,,,,,V3+,,
Cheyenne,1,high,hi,white,10,9,17_Reno,green,pink,purple,g17,Reno,2020,Adler17,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,1,10,64_Reno,pink,pink,green,g64,Reno,2020,Lee4,brown,103,,WP,,,WP,,,,,,,,,,,,,,,,,,H,,
Cheyenne,1,high,hi,white,2,10,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,WP,,,,,,1SH,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,3,10,9_Reno,green,blue,pink,g9,Reno,2020,Adler05,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,4,10,83_Reno,orange,green,purple,g83,Reno,2020,Reed01,,,,WP,,,,,,1SH,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,5,10,66_Reno,pink,pink,pink,g66,Reno,2020,Maron1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,6,10,92_Reno,orange,orange,blue,g92,Reno,2020,Symstad4,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,7,10,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,WP,,,,,,,,WP,,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,8,10,95_Reno,orange,purple,green,g95,Reno,2020,Wilcox02,,,,WP,,,,,,,,1SH,WP,,,,,,,,,,,,FG,,
Cheyenne,1,high,hi,white,9,10,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,high,hi,white,10,10,75_Reno,pink,purple,orange,g75,Reno,2020,Pyle001,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,1,1,11_Reno,green,blue,orange,g11,Reno,2020,Adler09,,,,WP,,,,,,,,,2SH,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,2,1,104_Reno,purple,blue,blue,g104,Reno,2020,Germino BOP 01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,3,1,34_Reno,blue,green,purple,g34,Reno,2020,Chambers06,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,4,1,12_Reno,green,blue,purple,g12,Reno,2020,Schupp02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,5,1,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,6,1,5_Reno,green,green,orange,g5,Reno,2020,AAFC08,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,7,1,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,WP,,,,,,,,,1SH,,,,,,WP,,,,WP,,FG,,
Cheyenne,1,low,lo,black,8,1,46_Reno,blue,orange,pink,g46,Reno,2020,Fleishman_05,,,,WP,,,,,,,,,1SH,,,,,,,,,,WP,,FG,,
Cheyenne,1,low,lo,black,9,1,82_Reno,orange,green,orange,g82,Reno,2020,Pyle019,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,10,1,79_Reno,orange,green,blue,g79,Reno,2020,Pyle015,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,11,1,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,black,12,1,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,13,1,45_Reno,blue,orange,blue,g45,Reno,2020,Fleishman_01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,14,1,88_Logan,orange,pink,blue,g88,Logan,2021,Schupp05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,15,1,105_Reno,purple,blue,orange,g105,Reno,2020,Blumenthal10,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,black,16,1,47_Reno,blue,orange,orange,g47,Reno,2020,Fleishman_07,,,,WP,,,,,,,,,,,,,,,1UT,,,,WP,,IB,,
Cheyenne,1,low,lo,black,17,1,54_Reno,blue,purple,purple,g54,Reno,2020,JackieOtt1,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,black,18,1,38_Logan,blue,blue,orange,g38,Logan,2021,Copeland01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,19,1,87_Reno,orange,pink,green,g87,Reno,2020,Schupp04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,20,1,91_Reno,orange,orange,green,g91,Reno,2020,Symstad3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,1,2,29_Reno,green,purple,purple,g29,Reno,2020,Chambers01,,,,WP,,,,,,,,1SH,WP,,,,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,2,2,14_Reno,green,pink,pink,g14,Reno,2020,Adler13,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,3,2,69_Reno,pink,orange,blue,g69,Reno,2020,Porensky17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,4,2,73_Reno,pink,purple,blue,g73,Reno,2020,Pyke8,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,5,2,74_Reno,pink,purple,pink,g74,Reno,2020,Pyke21,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,6,2,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,7,2,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,WP,,,,,,,,,,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,8,2,102_Reno,purple,green,purple,g102,Reno,2020,Shriver02,,,,WP,,,,,,,,,,,,2UT,,,WP,,,,,,FG,,
Cheyenne,1,low,lo,black,9,2,64_Reno,pink,pink,green,g64,Reno,2020,Lee4,purple,,,WP,WP,,,,,,,,,,,,,,,,,,,,H,,
Cheyenne,1,low,lo,black,10,2,101_Reno,purple,green,orange,g101,Reno,2020,Shriver01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,11,2,19_Reno,green,orange,blue,g19,Reno,2020,Barnett01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,12,2,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,13,2,11_Reno,green,blue,orange,g11,Reno,2020,Adler09,,,,WP,,,,,,,,,1SH,,,2UT,,,3UT,,,,WP,,FG,,
Cheyenne,1,low,lo,black,14,2,58_Reno,pink,green,orange,g58,Reno,2020,JackieOtt7,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,15,2,74_Reno,pink,purple,pink,g74,Reno,2020,Pyke21,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,16,2,65_Reno,pink,pink,blue,g65,Reno,2020,Leger 1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,17,2,88_Logan,orange,pink,blue,g88,Logan,2021,Schupp05,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,18,2,71_Reno,pink,orange,purple,g71,Reno,2020,Porensky30,,,,WP,,,,,,,,,,,,WP,,,,,,,,,V3+,,
Cheyenne,1,low,lo,black,19,2,84_Reno,orange,blue,blue,g84,Reno,2020,Reed03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,20,2,9_Reno,green,blue,pink,g9,Reno,2020,Adler05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,1,3,93_Logan,orange,orange,pink,g93,Logan,2021,Urza2,,,,WP,,,,,,,,,,,,,,,WP,,,,,,V3+,,
Cheyenne,1,low,lo,black,2,3,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,WP,,,,,,,,,WP,,,,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,3,3,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,4,3,30_Reno,blue,green,green,g30,Reno,2020,Chambers02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,5,3,18_Reno,green,orange,green,g18,Reno,2020,Adler18,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,6,3,92_Reno,orange,orange,blue,g92,Reno,2020,Symstad4,,,,WP,,,,,,,,,WP,,,,,,,,,,,,V3+,,
Cheyenne,1,low,lo,black,7,3,97_Logan,orange,purple,pink,g97,Logan,2021,Chynoweth03,,,,WP,,,,,,,,1SH,1UT,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,8,3,89_Reno,orange,pink,orange,g89,Reno,2020,Symstad1,,,,WP,,,,,,,,,1UT,,,1UT,,,,,,,WP,,FG,,
Cheyenne,1,low,lo,black,9,3,1_Reno,green,green,green,g1,Reno,2020,AAFC04,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,black,10,3,100_Reno,purple,green,pink,g100,Reno,2020,Chynoweth08,,,,WP,,,,,,,,,,,,2UT,,,2SH,,,,WP,,FG,,
Cheyenne,1,low,lo,black,11,3,92_Reno,orange,orange,blue,g92,Reno,2020,Symstad4,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,12,3,36_Reno,blue,blue,blue,g36,Reno,2020,Chambers08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,13,3,49_Reno,blue,purple,green,g49,Reno,2020,Getts3,,,,WP,,,,,,,,,1SH,,,,,,3SH,,,,WP,,FG,,
Cheyenne,1,low,lo,black,14,3,77_Reno,orange,green,green,g77,Reno,2020,Pyle010,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,15,3,63_Reno,pink,blue,purple,g63,Reno,2020,Lee3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,16,3,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,17,3,32_Reno,blue,green,pink,g32,Reno,2020,Chambers04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,18,3,79_Reno,orange,green,blue,g79,Reno,2020,Pyle015,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,black,19,3,72_Reno,pink,purple,green,g72,Reno,2020,Pyke3,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,20,3,100_Reno,purple,green,pink,g100,Reno,2020,Chynoweth08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,1,4,59_Reno,pink,green,purple,g59,Reno,2020,Lavin01,,,,,,,,,,,,,,,,,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,2,4,6_Reno,green,green,purple,g6,Reno,2020,AAFC09,,,,WP,,,,,,,,,,,,,,,,,,,WP,,IB,,
Cheyenne,1,low,lo,black,3,4,39_Reno,blue,blue,purple,g39,Reno,2020,Copeland05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,4,4,98_Reno,purple,green,green,g98,Reno,2020,Chynoweth05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,5,4,84_Logan,orange,blue,green,g84,Logan,2021,Reed03,,,,WP,,,,,,,,1SH,3SH,,,,,,,,,,WP,,FG,,
Cheyenne,1,low,lo,black,6,4,55_Reno,pink,green,green,g55,Reno,2020,JackieOtt2,,,,WP,,,,,,,,,1SH,,,,,,WP,,,,,,FG,,
Cheyenne,1,low,lo,black,7,4,37_Reno,blue,blue,pink,g37,Reno,2020,Chambers09,,,,WP,,,,,,,,1SH,,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,8,4,26_Reno,green,purple,blue,g26,Reno,2020,Chynoweth01,,,,WP,,,,,,,,1SH,,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,9,4,33_Reno,blue,green,orange,g33,Reno,2020,Chambers05,,,,WP,,,,1SH,,,,,5SH,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,10,4,68_Reno,pink,orange,green,g68,Reno,2020,Porensky1,,,,WP,,,,,,,,,1SH,,,3SH,,,WP,,,,,,FG,,
Cheyenne,1,low,lo,black,11,4,90_Reno,orange,pink,purple,g90,Reno,2020,Symstad2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,12,4,95_Logan,orange,orange,purple,g95,Logan,2021,Wilcox02,,,,WP,,,,,,,,,1SH,,,,,,WP,,,,,,FG,,
Cheyenne,1,low,lo,black,13,4,96_Reno,orange,purple,blue,g96,Reno,2020,Chynoweth02,,,,WP,,,,,,,1SH,,,,,,,,1SH,,,,WP,,FG,,
Cheyenne,1,low,lo,black,14,4,66_Reno,pink,pink,pink,g66,Reno,2020,Maron1,,,,WP,,,,,,,,,,,,WP,,,,,,,,,V3+,,
Cheyenne,1,low,lo,black,15,4,83_Reno,orange,green,purple,g83,Reno,2020,Reed01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,16,4,53_Reno,blue,purple,orange,g53,Reno,2020,Hufft2,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,17,4,60_Reno,pink,blue,blue,g60,Reno,2020,Lavin02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,18,4,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,19,4,24_Reno,green,orange,purple,g24,Reno,2020,Blumenthal08,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,20,4,75_Reno,pink,purple,orange,g75,Reno,2020,Pyle001,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,1,5,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,2,5,43_Reno,blue,pink,purple,g43,Reno,2020,Downs02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,3,5,86_Reno,orange,blue,orange,g86,Reno,2020,Schupp03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,4,5,51_Reno,blue,purple,blue,g51,Reno,2020,Holdrege1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,5,5,17_Reno,green,pink,purple,g17,Reno,2020,Adler17,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,6,5,7_Reno,green,blue,green,g7,Reno,2020,AAFC10,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,black,7,5,28_Reno,green,purple,orange,g28,Reno,2020,Bradford01,,,,WP,,,,,,,,,,,,1SH,,,,,,,WP,,FG,,
Cheyenne,1,low,lo,black,8,5,31_Reno,blue,green,blue,g31,Reno,2020,Urza1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,9,5,13_Reno,green,pink,blue,g13,Reno,2020,Schupp01,,,,WP,,,,,,,,,1SH,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,black,10,5,56_Reno,pink,green,blue,g56,Reno,2020,JackieOtt5,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,11,5,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,12,5,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,WP,,,,,,,,,,,,,,,1UT,,,,WP,,FG,,
Cheyenne,1,low,lo,black,13,5,103_Reno,purple,blue,green,g103,Reno,2020,Davies03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,14,5,2_Reno,green,green,blue,g2,Reno,2020,AAFC05,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,15,5,44_Reno,blue,orange,green,g44,Reno,2020,Downs03,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,16,5,42_Logan,blue,pink,pink,g42,Logan,2021,Downs01,,,,WP,,,,,,,,,1SH,,,3SH,,,1SH,,,,WP,,FG,,
Cheyenne,1,low,lo,black,17,5,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,18,5,102_Reno,purple,green,purple,g102,Reno,2020,Shriver02,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,black,19,5,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,WP,,,,,,,,,,,,,,,2UT,,,,WP,,FG,,
Cheyenne,1,low,lo,black,20,5,8_Reno,green,blue,blue,g8,Reno,2020,Blumenthal01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,1,1,8_Reno,green,blue,blue,g8,Reno,2020,Blumenthal01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,2,1,75_Reno,pink,purple,orange,g75,Reno,2020,Pyle001,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,3,1,61_Reno,pink,blue,pink,g61,Reno,2020,Lee1,,,,WP,,,,WP,,,,,,,,,,,,,,,,,FG,,
Cheyenne,1,low,lo,white,4,1,84_Logan,orange,blue,green,g84,Logan,2021,Reed03,,,,WP,,,,,,,,,1SH,,,,,,1SH,,,,WP,,FG,,
Cheyenne,1,low,lo,white,5,1,42_Reno,blue,pink,orange,g42,Reno,2020,Downs01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,6,1,51_Reno,blue,purple,blue,g51,Reno,2020,Holdrege1,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,7,1,25_Reno,green,purple,green,g25,Reno,2020,Symstad6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,8,1,76_Reno,pink,purple,purple,g76,Reno,2020,Pyle009,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,9,1,33_Reno,blue,green,orange,g33,Reno,2020,Chambers05,,,,WP,,,,,,,,,1SH,,,WP,,,,,,,,,FG,,
Cheyenne,1,low,lo,white,10,1,1_Reno,green,green,green,g1,Reno,2020,AAFC04,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,11,1,62_Reno,pink,blue,orange,g62,Reno,2020,Lee2,,,,WP,,,,,,,,1SH,,,,4SH,,,,,,,WP,,FG,,
Cheyenne,1,low,lo,white,12,1,12_Reno,green,blue,purple,g12,Reno,2020,Schupp02,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,white,13,1,79_Reno,orange,green,blue,g79,Reno,2020,Pyle015,,,,,,,,,,,,,,,,,,,,,,,,,V3+,,
Cheyenne,1,low,lo,white,14,1,57_Reno,pink,green,pink,g57,Reno,2020,JackieOtt6,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,15,1,38_Logan,blue,blue,orange,g38,Logan,2021,Copeland01,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,16,1,55_Reno,pink,green,green,g55,Reno,2020,JackieOtt2,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,white,17,1,35_Reno,blue,blue,green,g35,Reno,2020,Chambers07,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
Cheyenne,1,low,lo,white,18,1,81_Reno,orange,green,pink,g81,Reno,2020,Pyle017,,,,,,,,,,,,,,,,,,,,,,,,,0,,
Cheyenne,1,low,lo,white,19,1,72_Reno,pink,purple,green,g72,Reno,2020,Pyke3,,,,WP,,,,,,,,,1UT,,,,,,,,,,WP,,FG,,
Cheyenne,1,low,lo,white,20,1,52_Reno,blue,purple,pink,g52,Reno,2020,Hufft1,,,,WP,,,,,,,,,,,,,,,,,,,WP,,V3+,,
