Site,Date,Last harvest date,# of harvests,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,harvest,tillers,biomass_whole,inflor_mass,notes
BoiseLow,,,,4,3,high,black,3,5,,,,,,,FB,,2,0.13,0.15,
BoiseLow,,,,4,3,high,black,3,6,,,,,,,FB,,2,0.12,0.21,
BoiseLow,,,,4,3,high,black,3,7,,,,,,,FB,,1,0.02,0.008,no date
BoiseLow,,,,4,3,high,black,3,8,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,3,9,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,3,10,,,,,,,FB,,1,0.01,0.02,"no date, smut"
BoiseLow,,,,4,3,high,black,4,1,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,4,2,,,,,,,FG_FP,,2,0.02,0.1,no date
BoiseLow,,,,4,3,high,black,4,3,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,4,4,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,4,5,,,,,,,FB,,4,0.25,0.42,"no date, smut"
BoiseLow,,,,4,3,high,black,4,6,,,,,,,FP,,1,0.02,0.05,no date      
BoiseLow,,,,4,3,high,black,4,7,,,,,,,FG,,2,0.23,0.31,no date
BoiseLow,,,,4,3,high,black,4,8,,,,,,,FP,,1,0.037,0.09,NO DATE
BoiseLow,,,,4,3,high,black,4,9,,,,,,,FB,,1,0.026,0,"NO DATE, BROKEN"
BoiseLow,,,,4,3,high,black,4,10,,,,,,,FP,,1,0.032,0.07,NO DATE
BoiseLow,5/31/2023,,,4,3,high,black,5,1,,,,,,,FB,,1,0.07,0.11,
BoiseLow,,,,4,3,high,black,5,2,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,5,3,,,,,,,FB,,1,0.05,0.08,NO DATE
BoiseLow,,,,4,3,high,black,5,4,,,,,,,FP,,6,0.20,0.56,NO DATE
BoiseLow,,,,4,3,high,black,5,5,,,,,,,FB,,4,0.24,0.11,"NO DATE, SMUT"
BoiseLow,,,,4,3,high,black,5,6,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,5,7,,,,,,,FP,,1,0.13,0.24,NO DATE
BoiseLow,,,,4,3,high,black,5,8,,,,,,,FP,,1,0.031,0.07,NO DATE
BoiseLow,,,,4,3,high,black,5,9,,,,,,,,,,,,"DUPLICATES, ONE DATED"
BoiseLow,,,,4,3,high,black,5,10,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,6,1,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,6,2,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,6,3,,,,,,,FB,,1,0.021,0.014,no date
BoiseLow,,,,4,3,high,black,6,4,,,,,,,FB,,1,0.008,0.007,no date
BoiseLow,,,,4,3,high,black,6,5,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,6,6,,,,,,,FB,,1,0.009,0.014,no date
BoiseLow,,,,4,3,high,black,6,7,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,6,8,,,,,,,FB,,1,0.05,0.14,no date
BoiseLow,,,,4,3,high,black,6,9,,,,,,,FB,,1,0.02,0.008,no date
BoiseLow,,,,4,3,high,black,6,10,,,,,,,,,,,,"duplicates, unknown dates"
BoiseLow,5/31/2023,,,4,3,high,black,7,1,,,,,,,FB,,3,0.08,0.19,1 tiller w/ smut
BoiseLow,,,,4,3,high,black,7,2,,,,,,,FB,,1,0.04,0.13,no date
BoiseLow,,,,4,3,high,black,7,3,,,,,,,FB,,1,0.01,0.01,no date
BoiseLow,,,,4,3,high,black,7,4,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,7,5,,,,,,,FG,,1,0.029,0.018,no date
BoiseLow,,,,4,3,high,black,7,6,,,,,,,FG_FB,,3,0.04,0.06,no date
BoiseLow,,,,4,3,high,black,7,7,,,,,,,FB,,1,0.06,0.13,no date
BoiseLow,,,,4,3,high,black,7,8,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,7,9,,,,,,,FP,,1,0.003,0.03,no date
BoiseLow,,,,4,3,high,black,7,10,,,,,,,FP,,2,0.1,0.3,no date
BoiseLow,,,,4,3,high,black,8,1,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,8,2,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,8,3,,,,,,,FB,,1,0.02,0.08,no date
BoiseLow,,,,4,3,high,black,8,4,,,,,,,FP,,1,0.023,0.036,no date
BoiseLow,,,,4,3,high,black,8,5,,,,,,,FB,,1,0.011,0.009,no date
BoiseLow,,,,4,3,high,black,8,6,,,,,,,FB,,1,0.007,0.008,NO DATE
BoiseLow,,,,4,3,high,black,8,7,,,,,,,FP,,1,0.030,0.06,NO DATE
BoiseLow,,,,4,3,high,black,8,8,,,,,,,FB,,1,0.030,0.025,NO DATE
BoiseLow,,,,4,3,high,black,8,9,,,,,,,FB,,5,0.60,1.29,NO DATE
BoiseLow,,,,4,3,high,black,8,10,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,9,1,,,,,,,,,,,,DUPLICATES
BoiseLow,,,,4,3,high,black,9,2,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,9,3,,,,,,,FP,,1,0.08,0.22,NO DATE
BoiseLow,,,,4,3,high,black,9,4,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,9,5,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,9,6,,,,,,,FB,,1,0.021,0.019,NO DATE
BoiseLow,,,,4,3,high,black,9,7,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,9,8,,,,,,,FB,,1,0.010,0.012,NO DATE
BoiseLow,,,,4,3,high,black,9,9,,,,,,,FP,,1,0.014,0.028,NO DATE
BoiseLow,,,,4,3,high,black,9,10,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,1,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,2,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,3,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,4,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,5,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,6,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,7,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,8,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,9,,,,,,,,,,,,
BoiseLow,,,,4,3,high,black,10,10,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,1,1,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,1,2,,,,,,,FG_FP,,7,0.65,1.55,
BoiseLow,5/31/2023,,,4,4,low,black,1,3,,,,,,,FG_FP,,2,0.037,0.07,
BoiseLow,5/31/2023,,,4,4,low,black,1,4,,,,,,,FP_FB,,5,0.35,0.72,
BoiseLow,5/31/2023,,,4,4,low,black,1,5,,,,,,,FP,,2,0.07,0.17,
BoiseLow,5/31/2023,,,4,4,low,black,2,1,,,,,,,FP,,6,0.37,0.64,
BoiseLow,5/31/2023,,,4,4,low,black,2,2,,,,,,,FG_FP,,4,0.18,0.25,
BoiseLow,5/31/2023,,,4,4,low,black,2,3,,,,,,,FP_FB,,8,0.77,0.9,SMUT
BoiseLow,5/31/2023,,,4,4,low,black,2,4,,,,,,,FG_FP,,8,0.45,0.81,
BoiseLow,,,,4,4,low,black,2,5,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,3,1,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,3,2,,,,,,,,,,,,
BoiseLow,4/26/2023,,,4,4,low,black,3,3,,,,,,,FG,,1,0.022,0.009,
BoiseLow,5/31/2023,,,4,4,low,black,3,4,,,,,,,FB,,1,0.028,0.032,
BoiseLow,5/31/2023,,,4,4,low,black,3,5,,,,,,,FP,,5,0.34,0.95,
BoiseLow,,,,4,4,low,black,4,1,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,4,2,,,,,,,FP_FB,,11,0.87,1.55,SMUT
BoiseLow,5/31/2023,,,4,4,low,black,4,3,,,,,,,FP,,4,0.44,1.17,
BoiseLow,5/31/2023,,,4,4,low,black,4,4,,,,,,,FG,,4,0.28,0.31,
BoiseLow,5/31/2023,,,4,4,low,black,4,5,,,,,,,FB,,6,0.28,0.53,
BoiseLow,,,,4,4,low,black,5,1,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,5,2,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,5,3,,,,,,,FG_FP_FB,,3,0.21,0.58,
BoiseLow,5/31/2023,,,4,4,low,black,5,4,,,,,,,FG_FP,,4,0.29,0.71,
BoiseLow,5/31/2023,,,4,4,low,black,5,5,,,,,,,FG_FP,,3,0.47,0.68,
BoiseLow,5/31/2023,,,4,4,low,black,6,1,,,,,,,FG_FP,,3,0.08,0.26,
BoiseLow,5/31/2023,,,4,4,low,black,6,2,,,,,,,FG_FP,,4,0.21,0.58,
BoiseLow,5/31/2023,,,4,4,low,black,6,3,,,,,,,FG_FP,,3,0.14,0.27,
BoiseLow,5/31/2023,,,4,4,low,black,6,4,,,,,,,FG,,5,0.35,0.58,
BoiseLow,5/31/2023,,,4,4,low,black,6,5,,,,,,,FG_FP,,4,0.08,0.19,
BoiseLow,5/31/2023,,,4,4,low,black,7,1,,,,,,,FG_FP,,2,0.08,0.31,
BoiseLow,5/31/2023,,,4,4,low,black,7,2,,,,,,,FG_FP,,2,0.03,0.11,
BoiseLow,5/31/2023,,,4,4,low,black,7,3,,,,,,,FG_FP,,8,0.48,1.07,
BoiseLow,5/31/2023,,,4,4,low,black,7,4,,,,,,,FG_FP_FB,,4,0.3,0.55,
BoiseLow,5/31/2023,,,4,4,low,black,7,5,,,,,,,FP,,3,0.22,0.4,
BoiseLow,5/31/2023,,,4,4,low,black,8,1,,,,,,,FP,,5,0.33,0.56,
BoiseLow,5/31/2023,,,4,4,low,black,8,2,,,,,,,FP,,5,0.54,1.26,
BoiseLow,,,,4,4,low,black,8,3,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,8,4,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,8,5,,,,,,,FG,,3,0.37,0.25,
BoiseLow,5/31/2023,,,4,4,low,black,9,1,,,,,,,FP,,7,0.46,1.07,
BoiseLow,5/31/2023,,,4,4,low,black,9,2,,,,,,,FG_FP,,3,0.44,0.82,
BoiseLow,5/31/2023,,,4,4,low,black,9,3,,,,,,,FG_FP,,5,0.17,0.58,
BoiseLow,,,,4,4,low,black,9,4,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,9,5,,,,,,,FG_FP,,4,0.19,0.58,
BoiseLow,5/31/2023,,,4,4,low,black,10,1,,,,,,,FG_FB,,2,0.11,0.23,
BoiseLow,5/31/2023,,,4,4,low,black,10,2,,,,,,,FG_FP,,3,0.24,0.73,
BoiseLow,5/31/2023,,,4,4,low,black,10,3,,,,,,,FG_FP_FB,,5,0.14,0.61,
BoiseLow,5/31/2023,,,4,4,low,black,10,4,,,,,,,FG_FP,,5,0.16,0.39,
BoiseLow,5/31/2023,,,4,4,low,black,10,5,,,,,,,FG_FP,,3,0.11,0.21,
BoiseLow,5/31/2023,,,4,4,low,black,11,1,,,,,,,FP,,4,0.21,0.54,
BoiseLow,5/31/2023,,,4,4,low,black,11,2,,,,,,,FP,,4,0.17,0.38,
BoiseLow,5/31/2023,,,4,4,low,black,11,3,,,,,,,FG,,2,0.23,0.036,
BoiseLow,,,,4,4,low,black,11,4,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,11,5,,,,,,,FG_FP,,3,0.2,0.39,
BoiseLow,5/31/2023,,,4,4,low,black,12,1,,,,,,,FG_FP,,2,0.04,0.11,
BoiseLow,5/31/2023,,,4,4,low,black,12,2,,,,,,,FG_FP_FB,,11,1.11,1.84,
BoiseLow,5/31/2023,,,4,4,low,black,12,3,,,,,,,FG_FP,,3,0.14,0.26,
BoiseLow,5/31/2023,,,4,4,low,black,12,4,,,,,,,FG_FP,,5,0.16,0.67,
BoiseLow,5/31/2023,,,4,4,low,black,12,5,,,,,,,FG_FP,,3,0.12,0.26,
BoiseLow,5/31/2023,,,4,4,low,black,13,1,,,,,,,FB,,2,0.06,0.18,
BoiseLow,5/31/2023,,,4,4,low,black,13,2,,,,,,,FB,,5,0.93,2.23,
BoiseLow,5/31/2023,,,4,4,low,black,13,3,,,,,,,FP,,4,0.39,0.71,
BoiseLow,5/31/2023,,,4,4,low,black,13,4,,,,,,,FG_FB,,6,0.15,0.72,
BoiseLow,5/31/2023,,,4,4,low,black,13,5,,,,,,,FG,,2,0.08,0.1,
BoiseLow,,,,4,4,low,black,14,1,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,14,2,,,,,,,FP,,5,0.36,0.64,
BoiseLow,5/31/2023,,,4,4,low,black,14,3,,,,,,,FP,,7,0.97,2.34,
BoiseLow,5/31/2023,,,4,4,low,black,14,4,,,,,,,FG_FP,,2,0.27,0.59,
BoiseLow,5/31/2023,,,4,4,low,black,14,5,,,,,,,UNK,,0,0,0,"HEAVILY HERBIVORIZED, NO TILLERS/INFLORESCENCE"
BoiseLow,5/31/2023,,,4,4,low,black,15,1,,,,,,,FP,,3,0.19,0.6,
BoiseLow,5/31/2023,,,4,4,low,black,15,2,,,,,,,FB_FP,,9,0.99,3.44,
BoiseLow,5/31/2023,,,4,4,low,black,15,3,,,,,,,BS,,0,0.02,0,
BoiseLow,5/31/2023,,,4,4,low,black,15,4,,,,,,,FG,,4,0.23,0.31,
BoiseLow,,,,4,4,low,black,15,5,,,,,,,,,,,,
BoiseLow,5/31/2023,,,4,4,low,black,16,1,,,,,,,FB,,4,0.44,1.35,
BoiseLow,5/31/2023,,,4,4,low,black,16,2,,,,,,,FG_FP,,5,0.51,1.11,
BoiseLow,5/31/2023,,,4,4,low,black,16,3,,,,,,,FB,,1,0.044,0.10,
BoiseLow,5/31/2023,,,4,4,low,black,16,4,,,,,,,FP,,9,0.73,1.92,
BoiseLow,5/31/2023,,,4,4,low,black,16,5,,,,,,,FG_FP,,3,0.11,0.24,
BoiseLow,5/31/2023,,,4,4,low,black,17,1,,,,,,,FB,,7,0.33,0.34,SMUT
BoiseLow,5/31/2023,,,4,4,low,black,17,2,,,,,,,FP,,7,1.04,2.00,
BoiseLow,5/31/2023,,,4,4,low,black,17,3,,,,,,,FG_FP,,3,0.24,0.47,
BoiseLow,5/31/2023,,,4,4,low,black,17,4,,,,,,,FP,,3,0.26,0.60,
BoiseLow,5/31/2023,,,4,4,low,black,17,5,,,,,,,FG_FP,,3,0.33,0.69,
BoiseLow,5/31/2023,,,4,4,low,black,18,1,,,,,,,FP,,7,0.84,1.28,
BoiseLow,5/31/2023,,,4,4,low,black,18,2,,,,,,,FB,,2,0.11,0.13,SMUT
BoiseLow,5/31/2023,,,4,4,low,black,18,3,,,,,,,FP,,4,0.30,0.67,
BoiseLow,5/31/2023,,,4,4,low,black,18,4,,,,,,,FB,,1,0.07,0.10,
BoiseLow,5/31/2023,,,4,4,low,black,18,5,,,,,,,FB,,1,0.038,0.05,
BoiseLow,,,,4,4,low,black,19,1,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,19,2,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,19,3,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,19,4,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,19,5,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,20,1,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,20,2,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,20,3,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,20,4,,,,,,,,,,,,
BoiseLow,,,,4,4,low,black,20,5,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,1,1,,,,,,,FG,,1,0.028,0.033,
BoiseLow,6/1/2023,,,5,1,high,white,1,2,,,,,,,FP,,1,0.08,0.13,
BoiseLow,,,,5,1,high,white,1,3,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,1,4,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,1,5,,,,,,,FB,,1,0.003,0,
BoiseLow,6/1/2023,,,5,1,high,white,1,6,,,,,,,FP,,1,0.004,0.006,
BoiseLow,,,,5,1,high,white,1,7,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,1,8,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,1,9,,,,,,,FP,,1,0.07,0.14,
BoiseLow,,,,5,1,high,white,1,10,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,2,1,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,2,2,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,2,3,,,,,,,FP_FB,,1,0.013,0.022,
BoiseLow,6/1/2023,,,5,1,high,white,2,4,,,,,,,FP,,1,0.008,0.014,
BoiseLow,6/1/2023,,,5,1,high,white,2,5,,,,,,,FB,,1,0.007,0.019,
BoiseLow,6/1/2023,,,5,1,high,white,2,6,,,,,,,FB,,1,0.009,0.011,
BoiseLow,6/1/2023,,,5,1,high,white,2,7,,,,,,,FP,,1,0.07,0.12,
BoiseLow,,,,5,1,high,white,2,8,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,2,9,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,2,10,,,,,,,FB,,1,0.010,0.011,
BoiseLow,6/1/2023,,,5,1,high,white,3,1,,,,,,,FP,,1,0.06,0.09,
BoiseLow,6/1/2023,,,5,1,high,white,3,2,,,,,,,FB,,1,0.018,0.014,
BoiseLow,,,,5,1,high,white,3,3,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,3,4,,,,,,,FB,,1,0.006,0.009,
BoiseLow,,,,5,1,high,white,3,5,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,3,6,,,,,,,FP,,1,0.049,0.1,
BoiseLow,,,,5,1,high,white,3,7,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,3,8,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,3,9,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,3,10,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,4,1,,,,,,,FP,,1,0.003,0.004,
BoiseLow,6/1/2023,,,5,1,high,white,4,2,,,,,,,FB,,1,0.006,0.015,
BoiseLow,,,,5,1,high,white,4,3,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,4,4,,,,,,,FP_FB,,1,0.006,0.012,
BoiseLow,,,,5,1,high,white,4,5,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,4,6,,,,,,,FB,,1,0.025,0.041,
BoiseLow,,,,5,1,high,white,4,7,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,4,8,,,,,,,FB,,1,0.007,0,no seeds
BoiseLow,6/1/2023,,,5,1,high,white,4,9,,,,,,,FP,,1,0.01,0.016,
BoiseLow,6/1/2023,,,5,1,high,white,4,10,,,,,,,FB,,1,0.028,0.046,
BoiseLow,6/1/2023,,,5,1,high,white,5,1,,,,,,,FB,,1,0.006,0.008,
BoiseLow,6/1/2023,,,5,1,high,white,5,2,,,,,,,FP,,1,0.007,0.008,
BoiseLow,6/1/2023,,,5,1,high,white,5,3,,,,,,,FB,,1,0.014,0.027,
BoiseLow,,,,5,1,high,white,5,4,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,5,5,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,5,6,,,,,,,FB,,1,0.005,0.006,
BoiseLow,,,,5,1,high,white,5,7,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,5,8,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,5,9,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,5,10,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,6,1,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,6,2,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,6,3,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,6,4,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,6,5,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,6,6,,,,,,,FB,,1,0.042,0.04,SMUT
BoiseLow,6/1/2023,,,5,1,high,white,6,7,,,,,,,FB,,1,0.024,0.02,SMUT
BoiseLow,6/1/2023,,,5,1,high,white,6,8,,,,,,,FB,,1,0.004,0.008,
BoiseLow,,,,5,1,high,white,6,9,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,6,10,,,,,,,FB,,1,0.022,0.018,
BoiseLow,,,,5,1,high,white,7,1,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,7,2,,,,,,,FG,,1,0.032,0.049,
BoiseLow,6/1/2023,,,5,1,high,white,7,3,,,,,,,FB,,1,0.012,0.017,
BoiseLow,,,,5,1,high,white,7,4,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,7,5,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,7,6,,,,,,,FP,,1,0.016,0.043,
BoiseLow,6/1/2023,,,5,1,high,white,7,7,,,,,,,FP,,1,0.036,0.06,
BoiseLow,,,,5,1,high,white,7,8,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,7,9,,,,,,,FG,,1,0.018,0.024,
BoiseLow,6/1/2023,,,5,1,high,white,7,10,,,,,,,FB,,1,0.019,0.045,
BoiseLow,,,,5,1,high,white,8,1,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,8,2,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,8,3,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,8,4,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,8,5,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,8,6,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,8,7,,,,,,,,,,,,
BoiseLow,5/4/2023,,,5,1,high,white,8,8,,,,,,,FG,,1,0.008,0.003,SEED DROP
BoiseLow,6/1/2023,,,5,1,high,white,8,9,,,,,,,FB,,1,0.007,0.008,
BoiseLow,6/1/2023,,,5,1,high,white,8,10,,,,,,,FP,,1,0.004,0.007,
BoiseLow,6/1/2023,,,5,1,high,white,9,1,,,,,,,FB,,1,0.008,0,"SEED DROP, NO SEEDS"
BoiseLow,,,,5,1,high,white,9,2,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,9,3,,,,,,,FB,,1,0.002,0.005,
BoiseLow,6/1/2023,,,5,1,high,white,9,4,,,,,,,FB,,1,0.011,0.006,SMUT
BoiseLow,6/1/2023,,,5,1,high,white,9,5,,,,,,,FB,,1,0.004,0.012,SMUT
BoiseLow,6/1/2023,,,5,1,high,white,9,6,,,,,,,BS,,1,0.003,0,NO INFLORESCENCE
BoiseLow,6/1/2023,,,5,1,high,white,9,7,,,,,,,FP,,1,0.018,0.047,
BoiseLow,,,,5,1,high,white,9,8,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,1,high,white,9,9,,,,,,,FP,,1,0.006,0.021,
BoiseLow,6/1/2023,,,5,1,high,white,9,10,,,,,,,FP,,1,0.03,0.06,
BoiseLow,,,,5,1,high,white,10,1,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,2,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,3,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,4,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,5,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,6,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,7,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,8,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,9,,,,,,,,,,,,
BoiseLow,,,,5,1,high,white,10,10,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,1,1,,,,,,,FP,,4,0.39,0.72,
BoiseLow,6/1/2023,,,5,2,low,black,1,2,,,,,,,FP,,5,0.13,0.33,
BoiseLow,6/1/2023,,,5,2,low,black,1,3,,,,,,,FP,,1,0.13,0.44,
BoiseLow,,,,5,2,low,black,1,4,,,,,,,,,,,,
BoiseLow,,,,5,2,low,black,1,5,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,2,1,,,,,,,FP,,1,0.11,0.24,
BoiseLow,6/1/2023,,,5,2,low,black,2,2,,,,,,,FP_FB,,8,0.4,0.85,1 TILLER WITH SMUT
BoiseLow,,,,5,2,low,black,2,3,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,2,4,,,,,,,FP,,1,0.31,0.58,
BoiseLow,6/1/2023,,,5,2,low,black,2,5,,,,,,,FG_FP,,2,0.08,0.2,
BoiseLow,,,,5,2,low,black,3,1,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,3,2,,,,,,,FG_FP,,4,0.42,0.7,
BoiseLow,,,,5,2,low,black,3,3,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,3,4,,,,,,,FG_FP,,6,0.67,1.26,
BoiseLow,6/1/2023,,,5,2,low,black,3,5,,,,,,,FB,,4,0.3,0.56,
BoiseLow,6/1/2023,,,5,2,low,black,4,1,,,,,,,FG,,5,0.51,0.36,
BoiseLow,6/1/2023,,,5,2,low,black,4,2,,,,,,,FG_FB,,4,0.19,0.58,
BoiseLow,6/1/2023,,,5,2,low,black,4,3,,,,,,,FG_FP,,5,0.31,0.87,
BoiseLow,6/1/2023,,,5,2,low,black,4,4,,,,,,,FG_FP,,2,0.16,0.34,
BoiseLow,6/1/2023,,,5,2,low,black,4,5,,,,,,,FP,,5,0.17,0.17,SMUT
BoiseLow,,,,5,2,low,black,5,1,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,5,2,,,,,,,FG,,3,0.37,0.32,
BoiseLow,,,,5,2,low,black,5,3,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,5,4,,,,,,,FB,,2,0.2,0.38,
BoiseLow,6/1/2023,,,5,2,low,black,5,5,,,,,,,FP,,5,0.40,1.04,
BoiseLow,6/1/2023,,,5,2,low,black,6,1,,,,,,,FB,,4,0.09,0.07,SMUT
BoiseLow,6/1/2023,,,5,2,low,black,6,2,,,,,,,FB,,3,0.15,0.35,
BoiseLow,,,,5,2,low,black,6,3,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,6,4,,,,,,,FG_FB,,8,0.30,0.83,
BoiseLow,6/1/2023,,,5,2,low,black,6,5,,,,,,,FG_FP,,3,0.08,0.23,
BoiseLow,6/1/2023,,,5,2,low,black,7,1,,,,,,,FB,,4,0.26,0.81,
BoiseLow,,,,5,2,low,black,7,2,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,7,3,,,,,,,FP,,6,0.66,1.29,
BoiseLow,6/1/2023,,,5,2,low,black,7,4,,,,,,,FP,,3,0.28,0.99,
BoiseLow,,,,5,2,low,black,7,5,,,,,,,,,,,,
BoiseLow,,,,5,2,low,black,8,1,,,,,,,,,,,,
BoiseLow,6/1/2023,,,5,2,low,black,8,2,,,,,,,FP_FG,,5,0.33,0.85,
BoiseLow,6/1/2023,,,5,2,low,black,8,3,,,,,,,FP_FG,,4,0.093,0.32,
BoiseLow,6/1/2023,,,5,2,low,black,8,4,,,,,,,FB,,2,0.11,0.29,
BoiseLow,6/1/2023,,,5,2,low,black,8,5,,,,,,,FP_FG,,5,0.19,0.62,
