Site,Date,Last harvest date,# of harvests,Block,Plot,Density,Albedo,x,y,genotype,growout,source,lat,lon,Live,V,harvest,tillers,biomass_whole,inflor_mass,notes
Cheyenne,,,,1,,low,black,9,4,74,2020,Pyke 21,,,N,,,,,,
Cheyenne,,,,1,,low,black,9,5,28,2020,Bradford01,,,N,,,,,,
Cheyenne,,,,1,,low,black,10,1,5,2020,AAFC08,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,low,black,10,2,54,2020,JackieOtt1,,,Y,FG_FP_FB,,34,18.36,21.64,
Cheyenne,,,,1,,low,black,10,3,52,2020,Hufft01,,,N,,,,,,
Cheyenne,,,,1,,low,black,10,4,45,2020,Fleishman_01,,,N,,,,,,
Cheyenne,7/27/2023,,,1,,low,black,10,5,95,2020,Wilcox02,,,Y,FB,,30,9.54,14.99,
Cheyenne,,,,1,,low,black,11,1,71,2020,Porensky30,,,N,,,,,,
Cheyenne,,,,1,,low,black,11,2,97,2020,Chynoweth03,,,N,,,,,,
Cheyenne,,,,1,,low,black,11,3,32,2020,Chambers04,,,N,,,,,,
Cheyenne,,,,1,,low,black,11,4,87,2021,Schupp04,,,N,,,,,,
Cheyenne,,,,1,,low,black,11,5,9,2020,Adler05,,,N,,,,,,
Cheyenne,,,,1,,low,black,12,1,43,2020,Downs 02,,,N,,,,,,
Cheyenne,,,,1,,low,black,12,2,100,2020,Chynoweth08,,,N,,,,,,
Cheyenne,,,,1,,low,black,12,3,30,2020,Chambers02,,,N,,,,,,
Cheyenne,,,,1,,low,black,12,4,44,2020,Downs 03,,,N,,,,,,
Cheyenne,,,,1,,low,black,12,5,18,2020,Adler18,,,N,,,,,,
Cheyenne,,,,1,,low,black,13,1,35,2020,Chambers07,,,N,,,,,,
Cheyenne,,,,1,,low,black,13,2,8,2020,Blumenthal01,,,N,,,,,,
Cheyenne,,,,1,,low,black,13,3,84,2020,Reed03,,,N,,,,,,
Cheyenne,,,,1,,low,black,13,4,29,2020,Chambers01,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,black,13,5,56,2020,JackieOtt5,,,Y,FP_FB,,26,11.82,20.71,
Cheyenne,,,,1,,low,black,14,1,79,2020,Pyle15,,,N,,,,,,
Cheyenne,,,,1,,low,black,14,2,62,2020,Lee 02,,,N,,,,,,
Cheyenne,,,,1,,low,black,14,3,46,2020,Fleishman_05,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,black,14,4,58,2020,JackieOtt7,,,Y,FG_FP,,2,0.62,0.9,
Cheyenne,,,,1,,low,black,14,5,34,2020,Chambers06,,,N,,,,,,
Cheyenne,,,,1,,low,black,15,1,81,2020,Pyle17,,,N,,,,,,
Cheyenne,,,,1,,low,black,15,2,36,2020,Chambers08,,,N,,,,,,
Cheyenne,,,,1,,low,black,15,3,92,2020,Symstad4,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,black,15,4,91,2020,Symstad3,,,Y,FG_FP_FB,,13,4.44,5.44,
Cheyenne,,,,1,,low,black,15,5,91,2020,Symstad3,,,N,,,,,,
Cheyenne,,,,1,,low,black,16,1,151,2022,Mancillas01,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,low,black,16,2,89,2020,Symstad1,,,Y,FG_FP_FB,,41,22.3,34.51,
Cheyenne,,,,1,,low,black,16,3,53,2020,Hufft02,,,N,,,,,,
Cheyenne,,,,1,,low,black,16,4,77,2020,Pyle10,,,Y,,,,,,
Cheyenne,,,,1,,low,black,16,5,72,2020,Pyke 03,,,N,,,,,,
Cheyenne,,,,1,,low,white,1,1,82,2020,Pyle19,,,N,,,,,,
Cheyenne,,,,1,,low,white,1,2,72,2020,Pyke 03,,,N,,,,,,
Cheyenne,,,,1,,low,white,1,3,83,2020,Reed01,,,N,,,,,,
Cheyenne,,,,1,,low,white,1,4,55,2020,JackieOtt2,,,N,,,,,,
Cheyenne,,,,1,,low,white,1,5,14,2020,Adler13,,,N,,,,,,
Cheyenne,,,,1,,low,white,2,1,69,2020,Porensky17,,,N,,,,,,
Cheyenne,,,,1,,low,white,2,2,61,2020,Lee 01,,,N,,,,,,
Cheyenne,,,,1,,low,white,2,3,76,2020,Pyle09,,,N,,,,,,
Cheyenne,,,,1,,low,white,2,4,11,2020,Adler09,,,N,,,,,,
Cheyenne,,,,1,,low,white,2,5,57,2020,JackieOtt6,,,N,,,,,,
Cheyenne,,,,1,,low,white,3,1,82,2020,Pyle19,,,N,,,,,,
Cheyenne,,,,1,,low,white,3,2,77,2020,Pyle10,,,N,,,,,,
Cheyenne,,,,1,,low,white,3,3,35,2020,Chambers07,,,N,,,,,,
Cheyenne,,,,1,,low,white,3,4,100,2020,Chynoweth08,,,N,,,,,,
Cheyenne,,,,1,,low,white,3,5,75,2020,Pyle01,,,N,,,,,,
Cheyenne,,,,1,,low,white,4,1,49,2020,Getts3,,,N,,,,,,
Cheyenne,,,,1,,low,white,4,2,18,2022,Adler18,,,N,,,,,,
Cheyenne,,,,1,,low,white,4,3,25,2020,Symstad6,,,N,,,,,,
Cheyenne,,,,1,,low,white,4,4,7,2020,AAFC10,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,white,4,5,26,2020,Chynoweth01,,,Y,FP_FB,,8,2.54,4.09,
Cheyenne,,,,1,,low,white,5,1,88,2020,Schupp05,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,white,5,2,81,2020,Pyle17,,,N,,,,,,
Cheyenne,,,,1,,low,white,5,3,103,2020,Davies03,,,N,,,,,,
Cheyenne,7/17/2023,,,1,,low,white,5,4,56,2020,JackieOtt5,,,Y,FG_FP,,23,10.84,17.24,
Cheyenne,,,,1,,low,white,5,5,64,2020,Lee 04,,,N,,,,,,
Cheyenne,,,,1,,low,white,6,1,66,2020,Maron1,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,white,6,2,97,2020,Chynoweth03,,,Y,FG_FP,,28,7.51,12,
Cheyenne,,,,1,,low,white,6,3,47,2020,Fleishman_07,,,N,,,,,,
Cheyenne,,,,1,,low,white,6,4,52,2020,Hufft01,,,N,,,,,,
Cheyenne,,,,1,,low,white,6,5,43,2020,Downs 02,,,N,,,,,,
Cheyenne,,,,1,,low,white,7,1,84,2021,Reed03,,,N,,,,,,
Cheyenne,,,,1,,low,white,7,2,104,2020,Germino BOP 01,,,N,,,,,,
Cheyenne,,,,1,,low,white,7,3,84,2020,Reed03,,,N,,,,,,
Cheyenne,,,,1,,low,white,7,4,73,2020,Pyke 08,,,N,,,,,,
Cheyenne,,,,1,,low,white,7,5,102,2020,Shriver02,,,N,,,,,,
Cheyenne,,,,1,,low,white,8,1,44,2020,Downs 03,,,N,,,,,,
Cheyenne,,,,1,,low,white,8,2,45,2020,Fleishman_01,,,N,,,,,,
Cheyenne,,,,1,,low,white,8,3,93,2020,Urza02,,,N,,,,,,
Cheyenne,,,,1,,low,white,8,4,74,2020,Pyke 21,,,N,,,,,,
Cheyenne,,,,1,,low,white,8,5,63,2020,Lee 03,,,N,,,,,,
Cheyenne,,,,1,,low,white,9,1,92,2020,Symstad4,,,N,,,,,,
Cheyenne,,,,1,,low,white,9,2,38,2021,Copeland01,,,N,,,,,,
Cheyenne,,,,1,,low,white,9,3,33,2020,Chambers05,,,N,,,,,,
Cheyenne,7/25/2023,,2,1,,low,white,9,4,8,2020,Blumenthal01,,,Y,FG_FP,,23,7.82,11.86,"1 large harvest, 1 small harvest"
Cheyenne,,,,1,,low,white,9,5,101,2020,Shriver01,,,N,,,,,,
Cheyenne,,,,1,,low,white,10,1,79,2020,Pyle15,,,N,,,,,,
Cheyenne,,,,1,,low,white,10,2,83,2020,Reed01,,,N,,,,,,
Cheyenne,,,,1,,low,white,10,3,29,2020,Chambers01,,,N,,,,,,
Cheyenne,,,,1,,low,white,10,4,24,2020,Blumenthal08,,,N,,,,,,
Cheyenne,,,,1,,low,white,10,5,90,2020,Symstad2,,,N,,,,,,
Cheyenne,,,,1,,low,white,11,1,36,2020,Chambers08,,,N,,,,,,
Cheyenne,,,,1,,low,white,11,2,31,2020,Urza01,,,N,,,,,,
Cheyenne,,,,1,,low,white,11,3,2,2020,AAFC05,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,white,11,4,28,2020,Bradford01,,,Y,FG_FP_FB,,18,4.4,6.52,
Cheyenne,,,,1,,low,white,11,5,51,2020,Holdrege1,,,N,,,,,,
Cheyenne,,,,1,,low,white,12,1,95,2020,Wilcox02,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,white,12,2,46,2020,Fleishman_05,,,Y,FG_FP,,15,5.99,6.97,
Cheyenne,,,,1,,low,white,12,3,42,2021,Downs 01,,,N,,,,,,
Cheyenne,,,,1,,low,white,12,4,6,2020,AAFC09,,,N,,,,,,
Cheyenne,,,,1,,low,white,12,5,30,2020,Chambers02,,,N,,,,,,
Cheyenne,,,,1,,low,white,13,1,62,2020,Lee 02,,,N,,,,,,
Cheyenne,,,,1,,low,white,13,2,32,2020,Chambers04,,,N,,,,,,
Cheyenne,,,,1,,low,white,13,3,68,2020,Porensky01,,,N,,,,,,
Cheyenne,,,,1,,low,white,13,4,151,2022,Mancillas01,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,white,13,5,87,2020,Schupp04,,,Y,FP,,6,1.95,3.78,
Cheyenne,,,,1,,low,white,14,1,89,2020,Symstad1,,,N,,,,,,
Cheyenne,,,,1,,low,white,14,2,91,2020,Symstad3,,,N,,,,,,
Cheyenne,,,,1,,low,white,14,3,71,2020,Porensky30,,,N,,,,,,
Cheyenne,,,,1,,low,white,14,4,39,2020,Copeland05,,,N,,,,,,
Cheyenne,7/25/2023,,,1,,low,white,14,5,98,2020,Chynoweth05,,,Y,FP,,5,1.38,1.97,
Cheyenne,,,,1,,low,white,15,1,39,2020,Copeland05,,,N,,,,,,
Cheyenne,,,,1,,low,white,15,2,96,2020,Chynoweth02,,,N,,,,,,
Cheyenne,7/10/2023,7/17/2023,2,1,,low,white,15,3,53,2020,Hufft02,,,Y,FG_FP,,17,8.08,7.30,"1 large sample, 1 small sample"
Cheyenne,,,,1,,low,white,15,4,58,2020,JackieOtt7,,,N,,,,,,
Cheyenne,,,,1,,low,white,15,5,34,2020,Chambers06,,,N,,,,,,
Cheyenne,,,,1,,low,white,16,1,65,2020,Leger 1,,,N,,,,,,
Cheyenne,,,,1,,low,white,16,2,12,2020,Schupp02,,,N,,,,,,
Cheyenne,,,,1,,low,white,16,3,37,2020,Chambers09,,,N,,,,,,
Cheyenne,7/17/2023,7/25/2023,2,1,,low,white,16,4,59,2020,Lavin01,,,Y,FG_FP_FB,,50,24.45,27.99,
Cheyenne,,,,1,,low,white,16,5,1,2020,AAFC04,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,1,65,2020,Leger 1,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,2,93,2021,Urza02,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,3,47,2020,Fleishman_07,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,4,7,2020,AAFC10,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,5,75,2020,Pyle01,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,6,58,2020,JackieOtt7,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,7,91,2020,Symstad3,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,8,44,2020,Downs 03,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,9,46,2020,Fleishman_05,,,N,,,,,,
Cheyenne,,,,2,,high,black,1,10,30,2020,Chambers02,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,1,37,2020,Chambers09,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,2,56,2020,JackieOtt5,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,3,11,2020,Adler09,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,4,62,2020,Lee 02,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,5,12,2020,Schupp02,,,N,,,,,,
Cheyenne,7/17/2023,7/25/2023,2,2,,high,black,2,6,68,2020,Porensky01,,,Y,FG_FP_FB,,20,4.03,8.03,
Cheyenne,,,,2,,high,black,2,7,87,2020,Schupp04,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,8,24,2020,Blumenthal08,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,9,66,2020,Maron1,,,N,,,,,,
Cheyenne,,,,2,,high,black,2,10,100,2020,Chynoweth08,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,1,43,2020,Downs 02,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,2,95,2020,Wilcox02,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,3,33,2020,Chambers05,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,4,29,2020,Chambers01,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,5,151,2022,Mancillas01,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,6,63,2020,Lee 03,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,7,18,2020,Adler18,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,8,39,2020,Copeland05,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,9,34,2020,Chambers06,,,N,,,,,,
Cheyenne,,,,2,,high,black,3,10,97,2021,Chynoweth03,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,1,104,2020,Germino BOP 01,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,2,35,2020,Chambers07,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,3,81,2020,Pyle17,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,4,72,2020,Pyke 03,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,5,32,2020,Chambers04,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,6,51,2020,Holdrege1,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,7,8,2020,Blumenthal01,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,8,102,2020,Shriver02,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,9,24,2020,Blumenthal08,,,N,,,,,,
Cheyenne,,,,2,,high,black,4,10,76,2020,Pyle09,,,N,,,,,,
Cheyenne,,,,2,,high,black,5,1,91,2020,Symstad3,,,N,,,,,,
Cheyenne,7/17/2023,7/25/2023,2,2,,high,black,5,2,90,2020,Symstad2,,,Y,FG_FP_FB,,17,7.11,8.39,
Cheyenne,,,,2,,high,black,5,3,88,2021,Schupp05,,,N,,,,,,
Cheyenne,,,,2,,high,black,5,4,61,2020,Lee 01,,,N,,,,,,
Cheyenne,,,,2,,high,black,5,5,71,2020,Porensky30,,,N,,,,,,
Cheyenne,,,,2,,high,black,5,6,83,2020,Reed01,,,N,,,,,,
Cheyenne,,,,2,,high,black,5,7,101,2020,Shriver01,,,N,,,,,,
Cheyenne,,,,2,,high,black,5,8,96,2020,Chynoweth02,,,N,,,,,,
Cheyenne,7/17/2023,,,2,,high,black,5,9,92,2020,Symstad4,,,Y,FG_FP_FB,,13,4.15,5.48,
Cheyenne,,,,2,,high,black,5,10,57,2020,JackieOtt6,,,N,,,,,,
Cheyenne,,,,2,,high,black,6,1,55,2020,JackieOtt2,,,N,,,,,,
Cheyenne,,,,2,,high,black,6,2,2,2020,AAFC05,,,N,,,,,,
Cheyenne,,,,2,,high,black,6,3,59,2020,Lavin01,,,N,,,,,,
Cheyenne,,,,2,,high,black,6,4,77,2020,Pyle10,,,N,,,,,,
Cheyenne,,,,2,,high,black,6,5,86,2021,Schupp03,,,N,,,,,,
Cheyenne,,,,2,,high,black,6,6,31,2020,Urza01,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,black,6,7,5,2020,AAFC08,,,Y,FB,,4,0.82,0.84,
Cheyenne,,,,2,,high,black,6,8,93,2021,Urza02,,,N,,,,,,
Cheyenne,7/17/2023,,,2,,high,black,6,9,49,2020,Getts3,,,Y,FB,,3,0.37,0.55,
Cheyenne,,,,2,,high,black,6,10,28,2020,Bradford01,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,black,7,1,74,2020,Pyke 21,,,Y,FP_FB,,11,2.76,4.67,
Cheyenne,,,,2,,high,black,7,2,57,2020,JackieOtt6,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,3,1,2020,AAFC04,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,4,2,2020,AAFC05,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,5,19,2020,Barnett01,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,6,52,2020,Hufft01,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,7,45,2020,Fleishman_01,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,8,73,2020,Pyke 08,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,9,38,2021,Copeland01,,,N,,,,,,
Cheyenne,,,,2,,high,black,7,10,84,2020,Reed03,,,N,,,,,,
Cheyenne,7/17/2023,7/25/2023,2,2,,high,black,8,1,8,2020,Blumenthal01,,,Y,FP_FB,,22,9.77,14.06,
Cheyenne,,,,2,,high,black,8,2,79,2020,Pyle15,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,3,98,2021,Chynoweth05,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,4,14,2020,Adler13,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,5,9,2020,Adler05,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,6,64,2020,Lee 04,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,7,82,2020,Pyle19,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,8,92,2020,Symstad4,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,9,42,2020,Downs 01,,,N,,,,,,
Cheyenne,,,,2,,high,black,8,10,25,2020,Symstad6,,,N,,,,,,
Cheyenne,,,,2,,high,white,1,1,103,2020,Davies03,,,N,,,,,,
Cheyenne,,,,2,,high,white,1,2,76,2020,Pyle09,,,N,,,,,,
Cheyenne,,,,2,,high,white,1,3,11,2020,Adler09,,,N,,,,,,
Cheyenne,,,,2,,high,white,1,4,93,2020,Urza02,,,N,,,,,,
Cheyenne,,,,2,,high,white,1,5,19,2020,Barnett01,,,N,,,,,,
Cheyenne,,,,2,,high,white,1,6,95,2021,Wilcox02,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,1,7,46,2020,Fleishman_05,,,Y,FP,,1,0.07,0.1,
Cheyenne,,,,2,,high,white,1,8,12,2020,Schupp02,,,N,,,,,,
Cheyenne,,,,2,,high,white,1,9,77,2020,Pyle10,,,N,,,,,,
Cheyenne,8/7/2023,,,2,,high,white,1,10,69,2020,Porensky17,,,Y,FP,,2,0.25,0.33,
Cheyenne,,,,2,,high,white,2,1,98,2021,Chynoweth05,,,N,,,,,,
Cheyenne,,,,2,,high,white,2,2,18,2020,Adler18,,,N,,,,,,
Cheyenne,,,,2,,high,white,2,3,75,2020,Pyle01,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,2,4,14,2020,Adler13,,,Y,FB,,1,0.15,0.32,
Cheyenne,,,,2,,high,white,2,5,29,2020,Chambers01,,,N,,,,,,
Cheyenne,,,,2,,high,white,2,6,61,2020,Lee 01,,,N,,,,,,
Cheyenne,,,,2,,high,white,2,7,90,2020,Symstad2,,,N,,,,,,
Cheyenne,,,,2,,high,white,2,8,36,2020,Chambers08,,,N,,,,,,
Cheyenne,,,,2,,high,white,2,9,101,2020,Shriver01,,,N,,,,,,
Cheyenne,,,,2,,high,white,2,10,74,2020,Pyke 21,,,N,,,,,,
Cheyenne,,,,2,,high,white,3,1,86,2020,Schupp03,,,N,,,,,,
Cheyenne,,,,2,,high,white,3,2,2,2020,AAFC05,,,N,,,,,,
Cheyenne,,,,2,,high,white,3,3,151,2022,Mancillas01,,,N,,,,,,
Cheyenne,,,,2,,high,white,3,4,63,2020,Lee 03,,,N,,,,,,
Cheyenne,,,,2,,high,white,3,5,64,2020,Lee 04,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,3,6,25,2020,Symstad6,,,Y,FG,,1,0.08,0.11,
Cheyenne,,,,2,,high,white,3,7,52,2020,Hufft01,,,N,,,,,,
Cheyenne,,,,2,,high,white,3,8,31,2020,Urza01,,,N,,,,,,
Cheyenne,,,,2,,high,white,3,9,57,2020,JackieOtt6,,,N,,,,,,
Cheyenne,8/2/2023,,,2,,high,white,3,10,9,2020,Adler05,,,Y,FG_FP,,8,1.96,3.09,
Cheyenne,,,,2,,high,white,4,1,55,2020,JackieOtt2,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,2,87,2020,Schupp04,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,3,83,2020,Reed01,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,4,72,2020,Pyke 03,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,5,71,2020,Porensky30,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,6,82,2020,Pyle19,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,7,49,2020,Getts3,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,8,39,2020,Copeland05,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,9,35,2020,Chambers07,,,N,,,,,,
Cheyenne,,,,2,,high,white,4,10,81,2020,Pyle17,,,N,,,,,,
Cheyenne,,,,2,,high,white,5,1,45,2020,Fleishman_01,,,N,,,,,,
Cheyenne,,,,2,,high,white,5,2,92,2020,Symstad4,,,N,,,,,,
Cheyenne,7/17/2023,,,2,,high,white,5,3,51,2020,Holdrege1,,,Y,FP, ,4,0.66,1.18,
Cheyenne,,,,2,,high,white,5,4,62,2020,Lee 02,,,N,,,,,,
Cheyenne,,,,2,,high,white,5,5,42,2021,Downs 01,,,N,,,,,,
Cheyenne,,,,2,,high,white,5,6,7,2020,AAFC10,,,N,,,,,,
Cheyenne,,,,2,,high,white,5,7,91,2020,Symstad3,,,N,,,,,,
Cheyenne,,,,2,,high,white,5,8,73,2020,Pyke 08,,,N,,,,,,
Cheyenne,,,,2,,high,white,5,9,96,2020,Chynoweth02,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,5,10,89,2020,Symstad1,,,Y,FG_FP,,1,0.41,0.795,
Cheyenne,,,,2,,high,white,6,1,33,2020,Chambers05,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,6,2,58,2020,JackieOtt7,,,Y,FB,,1,0.102,0.22,
Cheyenne,7/17/2023,7/25/2023,2,2,,high,white,6,3,56,2020,JackieOtt5,,,Y,FG_FP,,4,0.42,0.83,
Cheyenne,,,,2,,high,white,6,4,28,2020,Bradford01,,,N,,,,,,
Cheyenne,,,,2,,high,white,6,5,65,2020,Leger 1,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,6,6,79,2020,Pyle15,,,Y,FG,,1,0.18,0.28,
Cheyenne,,,,2,,high,white,6,7,34,2020,Chambers06,,,N,,,,,,
Cheyenne,,,,2,,high,white,6,8,44,2020,Downs 03,,,N,,,,,,
Cheyenne,7/17/2023,7/25/2023,2,2,,high,white,6,9,37,2020,Chambers09,,,Y,FP_FB,,6,1.5,2.8,
Cheyenne,,,,2,,high,white,6,10,54,2020,JackieOtt1,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,1,47,2020,Fleishman_07,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,2,104,2020,Germino BOP 01,,,N,,,,,,
Cheyenne,7/17/2023,,,2,,high,white,7,3,84,2020,Reed03,,,Y,FP,,1,0.05,0.09,
Cheyenne,,,,2,,high,white,7,4,97,2020,Chynoweth03,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,5,38,2021,Copeland01,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,6,102,2020,Shriver02,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,7,30,2020,Chambers02,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,8,5,2020,AAFC08,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,9,66,2020,Maron1,,,N,,,,,,
Cheyenne,,,,2,,high,white,7,10,1,2020,AAFC04,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,8,1,68,2020,Porensky01,,,Y,FG_FP,,8,1.89,4.57,
Cheyenne,7/25/2023,,,2,,high,white,8,2,59,2020,Lavin01,,,Y,FG_FP,,6,1.67,0.305,
Cheyenne,,,,2,,high,white,8,3,6,2020,AAFC09,,,N,,,,,,
Cheyenne,,,,2,,high,white,8,4,43,2020,Downs 02,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,high,white,8,5,8,2020,Blumenthal01,,,Y,FP,,1,0.09,0.19,
Cheyenne,,,,2,,high,white,8,6,88,2020,Schupp05,,,N,,,,,,
Cheyenne,,,,2,,high,white,8,7,24,2020,Blumenthal08,,,N,,,,,,
Cheyenne,,,,2,,high,white,8,8,32,2020,Chambers04,,,N,,,,,,
Cheyenne,,,,2,,high,white,8,9,100,2020,Chynoweth08,,,N,,,,,,
Cheyenne,,,,2,,high,white,8,10,53,2020,Hufft02,,,N,,,,,,
Cheyenne,,,,2,,low,black,1,1,101,2020,Shriver01,,,N,,,,,,
Cheyenne,,,,2,,low,black,1,2,2,2020,AAFC05,,,N,,,,,,
Cheyenne,,,,2,,low,black,1,3,74,2020,Pyke 21,,,N,,,,,,
Cheyenne,,,,2,,low,black,1,4,55,2020,JackieOtt2,,,N,,,,,,
Cheyenne,,,,2,,low,black,1,5,9,2020,Adler05,,,N,,,,,,
Cheyenne,7/10/2023,7/17/2023,2,2,,low,black,2,1,54,2020,JackieOtt1,,,Y,,FP_FG_FB,8,3.68,5.97,
Cheyenne,,,,2,,low,black,2,2,79,2020,Pyle15,,,N,,,,,,
Cheyenne,,,,2,,low,black,2,3,59,2020,Lavin01,,,N,,,,,,
Cheyenne,,,,2,,low,black,2,4,68,2020,Porensky01,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,low,black,2,5,73,2020,Pyke 08,,,Y,FP_FB,,28,6.5,18.27,
Cheyenne,7/25/2023,,,2,,low,black,3,1,71,2020,Porensky30,,,Y,FB,,14,5.22,8.44,
Cheyenne,7/17/2023,,,2,,low,black,3,2,8,2020,Blumenthal01,,,Y,FG_FB,,19,7.73,11.97,
Cheyenne,,,,2,,low,black,3,3,62,2020,Lee 02,,,N,,,,,,
Cheyenne,,,,2,,low,black,3,4,83,2020,Reed01,,,N,,,,,,
Cheyenne,,,,2,,low,black,3,5,7,2020,AAFC10,,,N,,,,,,
Cheyenne,,,,2,,low,black,4,1,11,2020,Adler09,,,N,,,,,,
Cheyenne,,,,2,,low,black,4,2,97,2020,Chynoweth03,,,N,,,,,,
Cheyenne,,,,2,,low,black,4,3,37,2020,Chambers09,,,N,,,,,,
Cheyenne,,,,2,,low,black,4,4,65,2020,Leger 1,,,N,,,,,,
Cheyenne,,,,2,,low,black,4,5,25,2020,Symstad6,,,N,,,,,,
Cheyenne,,,,2,,low,black,5,1,32,2020,Chambers04,,,N,,,,,,
Cheyenne,,,,2,,low,black,5,2,42,2020,Downs 01,,,N,,,,,,
Cheyenne,,,,2,,low,black,5,3,51,2020,Holdrege1,,,N,,,,,,
Cheyenne,,,,2,,low,black,5,4,95,2020,Wilcox02,,,N,,,,,,
Cheyenne,,,,2,,low,black,5,5,35,2020,Chambers07,,,N,,,,,,
Cheyenne,,,,2,,low,black,6,1,19,2020,Barnett01,,,N,,,,,,
Cheyenne,,,,2,,low,black,6,2,96,2020,Chynoweth02,,,N,,,,,,
Cheyenne,,,,2,,low,black,6,3,49,2020,Getts3,,,N,,,,,,
Cheyenne,7/25/2023,,,2,,low,black,6,4,24,2020,Blumenthal08,,,Y,FG_FP_FB,,25,8.7,14.6,
Cheyenne,,,,2,,low,black,6,5,92,2020,Symstad4,,,N,,,,,,
