block,density,gravel,x,y,seed_count_total,inflor_mass,biomass_whole,tillers,standard_note,all_seed_drop,herbivory,physical_damage,seed_drop,smut,plantID,site,genotype,first_flower,live,v
10,hi,black,6,2,79,0.27,0.19,2,NA,NA,NA,NA,1,NA,SS2022_3619,SS,25,140,Y,FG
10,hi,black,6,3,2,0.006,0.008,1,NA,NA,NA,NA,1,NA,SS2022_3620,SS,53,154,Y,FG
10,hi,black,6,4,25,0.09,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_3621,SS,11,154,Y,FG
10,hi,black,6,5,20,0.05,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_3639,SS,6,166,Y,FG
10,hi,black,6,6,17,0.07,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_3640,SS,72,140,Y,FG
10,hi,black,6,8,56,0.28,0.17,2,NA,NA,NA,NA,NA,NA,SS2022_3642,SS,62,154,Y,FG
10,hi,black,7,1,156,0.5,0.35,2,NA,NA,NA,NA,NA,NA,SS2022_3645,SS,60,166,Y,FG
10,hi,black,7,10,50,0.16,0.22,2,NA,NA,NA,NA,NA,NA,SS2022_3631,SS,19,154,Y,FG
10,hi,black,7,3,19,0.05,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_3624,SS,104,154,Y,FG
10,hi,black,7,4,40,0.17,0.18,2,NA,NA,NA,NA,NA,NA,SS2022_3625,SS,44,154,Y,FG
10,hi,black,7,5,32,0.12,0.1,1,NA,NA,NA,NA,NA,NA,SS2022_3626,SS,36,154,Y,FG
10,hi,black,7,6,12,0.05,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_3627,SS,84,140,Y,FG
10,hi,black,7,7,6,0.01,0.05,1,NA,NA,NA,NA,1,NA,SS2022_3628,SS,66,166,Y,FG
10,hi,black,7,8,49,0.2,0.15,1,NA,NA,NA,NA,NA,NA,SS2022_3629,SS,43,140,Y,FG
10,hi,black,7,9,62,0.21,0.17,2,NA,NA,NA,NA,NA,NA,SS2022_3630,SS,35,154,Y,FG
10,hi,black,8,10,69,0.18,0.14,1,NA,NA,NA,NA,NA,NA,SS2022_3675,SS,2,154,Y,FG
10,hi,black,8,3,1,0.003,0.1,1,NA,NA,NA,NA,1,NA,SS2022_3668,SS,47,154,Y,FG
10,hi,black,8,4,13,0.04,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_3669,SS,100,154,Y,FG
10,hi,black,8,8,3,0.03,0.11,2,physicaldamage,NA,NA,1,NA,NA,SS2022_3673,SS,74,140,Y,FG
10,hi,black,8,9,21,0.07,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_3674,SS,73,154,Y,FG
10,hi,black,9,1,27,0.11,0.08,1,NA,NA,NA,NA,NA,NA,SS2022_3681,SS,92,140,Y,FG
10,hi,black,9,10,1,0.002,0.02,1,NA,NA,NA,NA,1,NA,SS2022_3690,SS,12,154,Y,FG
10,hi,black,9,2,88,0.28,0.17,2,NA,NA,NA,NA,NA,NA,SS2022_3682,SS,32,125,Y,FG
10,hi,black,9,3,37,0.12,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_3683,SS,91,166,Y,FG
10,hi,black,9,4,30,0.09,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_3684,SS,7,166,Y,FG
10,hi,black,9,5,81,0.26,0.17,1,NA,NA,NA,NA,NA,NA,SS2022_3685,SS,14,154,Y,FG
10,hi,black,9,6,74,0.25,0.23,2,NA,NA,NA,NA,NA,NA,SS2022_3686,SS,90,154,Y,FG
10,hi,black,9,7,29,0.08,0.12,2,NA,NA,NA,NA,NA,NA,SS2022_3687,SS,7,154,Y,FG
10,hi,black,9,8,28,0.03,0.05,2,physicaldamage,NA,NA,1,NA,NA,SS2022_3688,SS,86,140,Y,FG
10,hi,black,9,9,40,0.13,0.13,1,NA,NA,NA,NA,NA,NA,SS2022_3689,SS,24,154,Y,FG
2,hi,black,1,1,11,NA,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_609,SS,97,138,Y,FG
2,hi,black,1,10,167,0.5,0.34,3,NA,NA,NA,NA,NA,NA,SS2022_625,SS,81,165,Y,FG
2,hi,black,1,2,55,NA,0.18,1,NA,NA,NA,NA,NA,NA,SS2022_617,SS,19,138,Y,FG
2,hi,black,1,3,189,NA,0.46,2,NA,NA,NA,NA,NA,NA,SS2022_618,SS,60,165,Y,FG
2,hi,black,1,4,39,NA,0.28,3,NA,NA,NA,NA,1,NA,SS2022_619,SS,75,138,Y,FG
2,hi,black,1,5,186,NA,0.54,3,NA,NA,NA,NA,NA,NA,SS2022_620,SS,12,138,Y,FG
2,hi,black,1,6,62,0.28,0.22,3,NA,NA,NA,NA,NA,NA,SS2022_621,SS,28,138,Y,FG
2,hi,black,1,7,72,0.29,0.29,3,NA,NA,NA,NA,NA,NA,SS2022_622,SS,103,151,Y,FG
2,hi,black,1,8,122,0.44,0.2,2,NA,NA,NA,NA,NA,NA,SS2022_623,SS,45,151,Y,FG
2,hi,black,10,1,3,0.02,0.01,1,NA,NA,NA,NA,1,NA,SS2022_611,SS,93,138,Y,FG
2,hi,black,10,10,138,0.44,0.27,3,NA,NA,NA,NA,NA,NA,SS2022_695,SS,53,138,Y,FG
2,hi,black,10,3,43,0.13,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_613,SS,17,165,Y,FG
2,hi,black,10,5,79,0.22,0.14,2,NA,NA,NA,NA,NA,NA,SS2022_690,SS,46,165,Y,FG
2,hi,black,10,6,158,0.57,0.48,4,mortality,NA,NA,NA,NA,NA,SS2022_691,SS,33,138,Y,FG
2,hi,black,10,7,54,0.14,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_692,SS,61,138,Y,FG
2,hi,black,10,8,46,0.18,0.08,3,NA,NA,NA,NA,NA,NA,SS2022_693,SS,64,138,Y,FG
2,hi,black,10,9,18,0.05,0.04,1,NA,NA,NA,NA,1,NA,SS2022_694,SS,49,165,Y,FG
2,hi,black,2,1,25,0.09,0.07,2,NA,NA,NA,NA,NA,NA,SS2022_605,SS,18,138,Y,FG
2,hi,black,2,10,29,0.12,0.08,3,NA,NA,NA,NA,NA,NA,SS2022_632,SS,42,138,Y,FG
2,hi,black,2,2,33,0.16,0.1,3,NA,NA,NA,NA,NA,NA,SS2022_606,SS,32,138,Y,FG
2,hi,black,2,3,40,0.14,0.08,1,NA,NA,NA,NA,NA,NA,SS2022_607,SS,34,138,Y,FG
2,hi,black,2,4,107,0.32,0.12,2,NA,NA,NA,NA,NA,NA,SS2022_626,SS,30,138,Y,FG
2,hi,black,2,5,76,0.26,0.16,2,NA,NA,NA,NA,NA,NA,SS2022_627,SS,26,165,Y,FG
2,hi,black,2,6,34,0.17,0.11,1,NA,NA,NA,NA,NA,NA,SS2022_628,SS,51,151,Y,FG
2,hi,black,2,7,33,0.13,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_629,SS,83,138,Y,FG
2,hi,black,2,8,48,0.22,0.17,2,NA,NA,NA,NA,NA,NA,SS2022_630,SS,43,138,Y,FG
2,hi,black,2,9,17,0.04,0.07,2,NA,NA,NA,NA,NA,NA,SS2022_631,SS,95,138,Y,FG
2,hi,black,3,1,117,0.54,0.32,3,NA,NA,NA,NA,NA,NA,SS2022_633,SS,77,138,Y,FG
2,hi,black,3,10,59,0.19,0.11,2,NA,NA,NA,NA,NA,NA,SS2022_614,SS,97,138,Y,FG
2,hi,black,3,2,22,0.07,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_634,SS,57,138,Y,FG
2,hi,black,3,3,25,0.06,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_696,SS,58,138,Y,FG
2,hi,black,3,4,21,0.07,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_697,SS,13,151,Y,FG
2,hi,black,3,5,124,0.47,0.26,2,NA,NA,NA,NA,NA,NA,SS2022_698,SS,51,138,Y,FG
2,hi,black,3,6,76,0.26,0.17,4,NA,NA,NA,NA,NA,NA,SS2022_699,SS,35,138,Y,FG
2,hi,black,3,8,6,0.02,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_603,SS,1,165,Y,FG
2,hi,black,3,9,15,0.05,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_604,SS,82,138,Y,FG
2,hi,black,4,10,87,0.33,0.17,4,NA,NA,NA,NA,NA,NA,SS2022_642,SS,9,138,Y,FG
2,hi,black,4,2,98,0.39,0.19,2,NA,NA,NA,NA,NA,NA,SS2022_602,SS,24,138,Y,FG
2,hi,black,4,3,50,0.16,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_635,SS,7,151,Y,FG
2,hi,black,4,4,62,0.21,0.08,2,NA,NA,NA,NA,NA,NA,SS2022_636,SS,84,151,Y,FG
2,hi,black,4,5,22,0.08,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_637,SS,87,138,Y,FG
2,hi,black,4,6,30,0.14,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_638,SS,44,165,Y,FG
2,hi,black,4,7,18,0.06,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_639,SS,88,138,Y,FG
2,hi,black,4,8,2,0.01,0.01,1,NA,NA,NA,NA,1,NA,SS2022_640,SS,11,138,Y,FG
2,hi,black,4,9,3,0.01,0.03,1,NA,NA,NA,NA,1,NA,SS2022_641,SS,74,138,Y,FG
2,hi,black,5,1,36,0.12,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_643,SS,55,138,Y,FG
2,hi,black,5,10,76,0.26,0.12,1,NA,NA,NA,NA,NA,NA,SS2022_652,SS,89,151,Y,FG
2,hi,black,5,2,14,0.04,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_644,SS,98,138,Y,FG
2,hi,black,5,3,45,0.18,0.08,1,NA,NA,NA,NA,NA,NA,SS2022_645,SS,92,138,Y,FG
2,hi,black,5,4,7,0.03,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_646,SS,5,165,Y,FG
2,hi,black,5,6,13,0.05,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_648,SS,36,138,Y,FG
2,hi,black,5,8,22,0.06,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_650,SS,96,165,Y,FG
2,hi,black,5,9,10,0.03,0.01,1,NA,NA,NA,NA,NA,NA,SS2022_651,SS,84,151,Y,FG
2,hi,black,6,1,50,0.2,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_653,SS,25,138,Y,FG
2,hi,black,6,10,16,0.06,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_662,SS,8,151,Y,FG
2,hi,black,6,3,1,0.01,0.02,1,NA,NA,NA,NA,1,NA,SS2022_655,SS,72,138,Y,FG
2,hi,black,6,4,31,0.07,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_656,SS,2,165,Y,FG
2,hi,black,6,5,50,0.19,0.08,1,NA,NA,NA,NA,NA,NA,SS2022_657,SS,37,138,Y,FG
2,hi,black,6,6,87,0.33,0.21,3,NA,NA,NA,NA,NA,NA,SS2022_658,SS,59,138,Y,FG
2,hi,black,6,7,25,0.12,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_659,SS,65,138,Y,FG
2,hi,black,6,9,22,0.06,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_661,SS,30,138,Y,FG
2,hi,black,7,1,26,0.08,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_663,SS,63,138,Y,FG
2,hi,black,7,10,15,0.05,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_672,SS,56,151,Y,FG
2,hi,black,7,2,40,0.11,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_664,SS,79,165,Y,FG
2,hi,black,7,3,5,0.02,0.04,1,NA,NA,NA,NA,1,NA,SS2022_665,SS,105,151,Y,FG
2,hi,black,7,5,141,0.48,0.26,3,NA,NA,NA,NA,NA,NA,SS2022_667,SS,89,151,Y,FG
2,hi,black,7,6,92,0.33,0.16,2,NA,NA,NA,NA,NA,NA,SS2022_668,SS,98,138,Y,FG
2,hi,black,7,7,4,0.01,0.01,1,NA,NA,NA,NA,NA,NA,SS2022_669,SS,31,138,Y,FG
2,hi,black,8,1,236,0.66,0.28,6,NA,NA,NA,NA,NA,NA,SS2022_673,SS,91,138,Y,FG
2,hi,black,8,2,54,0.15,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_674,SS,6,165,Y,FG
2,hi,black,8,3,4,0.01,0.01,1,NA,NA,NA,NA,NA,NA,SS2022_675,SS,38,138,Y,FG
2,hi,black,8,4,42,0.17,0.19,2,NA,NA,NA,NA,NA,NA,SS2022_676,SS,28,138,Y,FG
2,hi,black,8,6,1,0.01,0.01,1,NA,NA,NA,NA,1,NA,SS2022_678,SS,66,165,Y,FG
2,hi,black,8,8,2,0.01,0.01,1,NA,NA,NA,NA,1,NA,SS2022_680,SS,100,186,N,FP
2,hi,black,8,9,23,0.08,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_681,SS,100,151,Y,FG
2,hi,black,9,1,48,0.12,0.11,4,NA,NA,NA,NA,1,NA,SS2022_683,SS,47,138,Y,FG
2,hi,black,9,10,31,0.06,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_610,SS,97,138,Y,FG
2,hi,black,9,2,9,0.03,0.04,1,NA,NA,NA,NA,1,NA,SS2022_684,SS,54,165,Y,FG
2,hi,black,9,3,58,0.22,0.13,2,NA,NA,NA,NA,NA,NA,SS2022_615,SS,102,138,Y,FG
2,hi,black,9,4,59,0.27,0.29,3,NA,NA,NA,NA,NA,NA,SS2022_616,SS,47,138,Y,FG
2,hi,black,9,5,27,0.09,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_608,SS,71,165,Y,FG
2,hi,black,9,6,28,0.12,0.13,4,NA,NA,NA,NA,NA,NA,SS2022_685,SS,84,138,Y,FG
2,hi,black,9,7,25,0.09,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_686,SS,90,151,Y,FG
2,hi,black,9,8,75,0.24,0.1,1,NA,NA,NA,NA,NA,NA,SS2022_687,SS,14,138,Y,FG
3,hi,black,1,1,31,NA,0.17,2,NA,NA,NA,NA,NA,NA,SS2022_1082,SS,84,151,Y,FG
3,hi,black,1,10,42,NA,0.24,1,NA,NA,NA,NA,NA,NA,SS2022_1094,SS,17,151,Y,FG
3,hi,black,1,2,33,NA,0.24,2,NA,NA,NA,NA,NA,NA,SS2022_1083,SS,46,138,Y,FG
3,hi,black,1,3,6,NA,0.07,1,NA,NA,NA,NA,1,NA,SS2022_1084,SS,13,138,Y,FG
3,hi,black,1,4,1,NA,0.2,1,NA,NA,NA,NA,1,NA,SS2022_1085,SS,104,151,Y,FG
3,hi,black,1,5,82,0.49,0.29,6,NA,NA,NA,NA,NA,NA,SS2022_1086,SS,102,151,Y,FG
3,hi,black,1,6,17,NA,0.08,1,NA,NA,NA,NA,NA,NA,SS2022_1087,SS,54,151,Y,FG
3,hi,black,1,7,15,NA,0.1,1,NA,NA,NA,NA,NA,NA,SS2022_1088,SS,1,165,Y,FG
3,hi,black,1,8,36,NA,0.17,1,NA,NA,NA,NA,NA,NA,SS2022_1092,SS,5,151,Y,FG
3,hi,black,10,1,2,NA,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1023,SS,93,151,Y,FG
3,hi,black,10,2,8,NA,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1024,SS,43,138,Y,FG
3,hi,black,10,3,14,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1011,SS,33,151,Y,FG
3,hi,black,10,4,5,NA,0.01,1,NA,NA,NA,NA,NA,NA,SS2022_1012,SS,79,165,Y,FG
3,hi,black,10,5,5,NA,0.01,1,mortality,NA,NA,NA,NA,NA,SS2022_1095,SS,32,138,Y,FG
3,hi,black,10,6,125,NA,0.34,3,NA,NA,NA,NA,NA,NA,SS2022_1096,SS,96,151,Y,FG
3,hi,black,10,8,43,NA,0.11,2,NA,NA,NA,NA,NA,NA,SS2022_1098,SS,105,151,Y,FG
3,hi,black,10,9,18,NA,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_1099,SS,56,151,Y,FG
3,hi,black,2,1,17,NA,0.24,1,NA,NA,NA,NA,NA,NA,SS2022_1061,SS,101,123,Y,FG
3,hi,black,2,2,6,NA,0.2,1,NA,NA,NA,NA,NA,NA,SS2022_1062,SS,30,123,Y,FG
3,hi,black,2,3,4,NA,0.03,1,NA,NA,NA,NA,1,NA,SS2022_1063,SS,77,151,Y,FG
3,hi,black,2,4,48,NA,0.13,1,NA,NA,NA,NA,NA,NA,SS2022_1064,SS,33,123,Y,FG
3,hi,black,2,5,41,NA,0.12,1,NA,NA,NA,NA,NA,NA,SS2022_1025,SS,8,138,Y,FG
3,hi,black,2,6,41,NA,0.12,3,NA,NA,NA,NA,NA,NA,SS2022_1026,SS,18,138,Y,FG
3,hi,black,2,7,41,NA,0.17,1,NA,NA,NA,NA,NA,NA,SS2022_1027,SS,62,138,Y,FG
3,hi,black,2,8,4,NA,0.02,2,NA,NA,NA,NA,NA,NA,SS2022_1028,SS,53,151,Y,FG
3,hi,black,2,9,83,NA,0.45,3,physicaldamage,NA,NA,1,NA,NA,SS2022_1029,SS,103,165,Y,FG
3,hi,black,3,1,255,0.58,0.29,4,NA,NA,NA,NA,NA,NA,SS2022_1065,SS,55,138,Y,FG
3,hi,black,3,10,28,NA,0.1,1,NA,NA,NA,NA,NA,NA,SS2022_1069,SS,49,165,Y,FG
3,hi,black,3,2,46,NA,0.15,1,NA,NA,NA,NA,NA,NA,SS2022_1066,SS,6,151,Y,FG
3,hi,black,3,3,38,NA,0.12,1,NA,NA,NA,NA,NA,NA,SS2022_1033,SS,92,138,Y,FG
3,hi,black,3,4,69,NA,0.2,3,NA,NA,NA,NA,NA,NA,SS2022_1034,SS,71,165,Y,FG
3,hi,black,3,6,116,NA,0.27,3,NA,NA,NA,NA,NA,NA,SS2022_1036,SS,25,151,Y,FG
3,hi,black,3,7,21,NA,0.4,1,NA,NA,NA,NA,NA,NA,SS2022_1037,SS,24,165,Y,FG
3,hi,black,3,8,19,NA,0.4,1,NA,NA,NA,NA,NA,NA,SS2022_1067,SS,51,151,Y,FG
3,hi,black,4,1,189,0.27,0.16,5,NA,NA,NA,NA,NA,NA,SS2022_1070,SS,59,151,Y,FG
3,hi,black,4,10,52,NA,0.08,1,NA,NA,NA,NA,NA,NA,SS2022_1079,SS,12,151,Y,FG
3,hi,black,4,2,5,NA,0.02,1,seeddrop,NA,NA,NA,1,NA,SS2022_1071,SS,82,151,Y,FG
3,hi,black,4,3,16,NA,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_1072,SS,90,151,Y,FG
3,hi,black,4,4,13,NA,0.03,2,NA,NA,NA,NA,NA,NA,SS2022_1073,SS,17,165,Y,FG
3,hi,black,4,7,1,NA,0.05,1,seeddrop,NA,NA,NA,1,NA,SS2022_1047,SS,58,151,Y,FG
3,hi,black,4,8,5,NA,0.01,1,NA,NA,NA,NA,NA,NA,SS2022_1048,SS,43,138,Y,FG
3,hi,black,4,9,75,NA,0.23,2,NA,NA,NA,NA,NA,NA,SS2022_1078,SS,73,151,Y,FG
3,hi,black,5,1,63,NA,0.13,1,NA,NA,NA,NA,NA,NA,SS2022_1080,SS,57,151,Y,FG
3,hi,black,5,10,98,NA,0.26,3,NA,NA,NA,NA,NA,NA,SS2022_1089,SS,32,138,Y,FG
3,hi,black,5,2,14,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1081,SS,68,151,Y,FG
3,hi,black,5,3,1,NA,0.03,1,mortality,NA,NA,NA,NA,NA,SS2022_1053,SS,2,151,Y,FG
3,hi,black,5,4,3,NA,0.02,1,seeddrop,NA,NA,NA,1,NA,SS2022_1054,SS,86,151,Y,FG
3,hi,black,5,5,49,NA,0.1,1,NA,NA,NA,NA,NA,NA,SS2022_1055,SS,63,123,Y,FG
3,hi,black,5,7,17,NA,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_1057,SS,69,151,Y,FG
3,hi,black,5,8,18,NA,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_1058,SS,38,165,Y,FG
3,hi,black,5,9,16,NA,0.13,2,seeddrop,NA,NA,NA,1,NA,SS2022_1059,SS,72,151,Y,FG
3,hi,black,6,1,120,NA,0.38,5,NA,NA,NA,NA,NA,NA,SS2022_1090,SS,36,151,Y,FG
3,hi,black,6,10,26,NA,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_1032,SS,97,151,Y,FG
3,hi,black,6,2,12,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1076,SS,26,151,Y,FG
3,hi,black,6,4,53,NA,0.15,1,NA,NA,NA,NA,NA,NA,SS2022_1091,SS,38,151,Y,FG
3,hi,black,6,5,2,NA,0.02,1,seeddrop,NA,NA,NA,1,NA,SS2022_1004,SS,42,151,Y,FG
3,hi,black,6,6,8,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1005,SS,95,151,Y,FG
3,hi,black,6,7,11,NA,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_1002,SS,11,151,Y,FG
3,hi,black,6,8,33,NA,0.11,1,NA,NA,NA,NA,NA,NA,SS2022_1003,SS,37,151,Y,FG
3,hi,black,7,1,19,NA,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_1006,SS,39,151,Y,FG
3,hi,black,7,10,3,NA,0.01,1,NA,NA,NA,NA,NA,NA,SS2022_1042,SS,100,151,Y,FG
3,hi,black,7,2,44,NA,0.17,2,NA,NA,NA,NA,NA,NA,SS2022_1007,SS,65,138,Y,FG
3,hi,black,7,3,18,NA,0.06,1,NA,NA,NA,NA,NA,NA,SS2022_1001,SS,45,151,Y,FG
3,hi,black,7,4,14,NA,0.1,1,NA,NA,NA,NA,NA,NA,SS2022_1009,SS,47,151,Y,FG
3,hi,black,7,5,5,NA,0.04,1,seeddrop,NA,NA,NA,1,NA,SS2022_1010,SS,44,151,Y,FG
3,hi,black,7,6,4,NA,0.05,1,seeddrop,NA,NA,NA,1,NA,SS2022_1038,SS,18,182,Y,FP
3,hi,black,7,7,19,NA,0.05,1,NA,NA,NA,NA,NA,NA,SS2022_1039,SS,66,151,Y,FG
3,hi,black,7,8,16,NA,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_1040,SS,14,151,Y,FG
3,hi,black,7,9,9,NA,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_1041,SS,8,151,Y,FG
3,hi,black,8,1,10,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1043,SS,35,165,Y,FG
3,hi,black,8,10,42,NA,0.14,2,NA,NA,NA,NA,NA,NA,SS2022_1052,SS,39,151,Y,FG
3,hi,black,8,2,10,NA,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1044,SS,52,165,Y,FG
3,hi,black,8,3,13,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1045,SS,91,151,Y,FG
3,hi,black,8,4,20,NA,0.04,1,NA,NA,NA,NA,NA,NA,SS2022_1046,SS,14,151,Y,FG
3,hi,black,8,5,4,NA,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1020,SS,81,165,Y,FG
3,hi,black,8,6,43,NA,0.11,3,NA,NA,NA,NA,NA,NA,SS2022_1008,SS,64,123,Y,FG
3,hi,black,8,7,23,NA,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_1049,SS,90,151,Y,FG
3,hi,black,8,8,19,NA,0.05,2,NA,NA,NA,NA,NA,NA,SS2022_1050,SS,9,151,Y,FG
3,hi,black,8,9,62,NA,0.12,2,NA,NA,NA,NA,NA,NA,SS2022_1051,SS,31,123,Y,FG
3,hi,black,9,1,35,NA,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_1013,SS,89,151,Y,FG
3,hi,black,9,10,4,NA,0.02,1,seeddrop,NA,NA,NA,1,NA,SS2022_1022,SS,61,138,Y,FG
3,hi,black,9,3,14,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1015,SS,34,138,Y,FG
3,hi,black,9,4,2,NA,0.01,1,seeddrop,NA,NA,NA,1,NA,SS2022_1016,SS,39,151,Y,FG
3,hi,black,9,5,10,NA,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1017,SS,56,151,Y,FG
3,hi,black,9,7,9,NA,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1019,SS,87,151,Y,FG
3,hi,black,9,9,16,NA,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1021,SS,83,138,Y,FG
4,hi,black,1,1,280,0.84,0.63,5,NA,NA,NA,NA,NA,NA,SS2022_1425,SS,60,165,Y,FG
4,hi,black,1,10,75,0.33,0.19,1,NA,NA,NA,NA,NA,NA,SS2022_1434,SS,86,151,Y,FG
4,hi,black,1,2,111,0.42,0.21,2,NA,NA,NA,NA,NA,NA,SS2022_1426,SS,87,151,Y,FG
4,hi,black,1,3,12,0.04,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1427,SS,95,139,Y,FG
4,hi,black,1,4,47,0.19,0.15,2,NA,NA,NA,NA,NA,NA,SS2022_1428,SS,38,151,Y,FG
4,hi,black,1,7,57,0.26,0.11,4,NA,NA,NA,NA,NA,NA,SS2022_1431,SS,64,123,Y,FG
4,hi,black,10,1,50,0.19,0.19,4,NA,NA,NA,NA,1,NA,SS2022_1493,SS,43,151,Y,FG
4,hi,black,10,10,85,0.29,0.19,7,NA,NA,NA,NA,NA,NA,SS2022_1500,SS,63,139,Y,FG
4,hi,black,10,2,50,0.12,0.09,3,NA,NA,NA,NA,NA,NA,SS2022_1494,SS,82,139,Y,FG
4,hi,black,10,3,44,0.12,0.09,3,NA,NA,NA,NA,NA,NA,SS2022_1476,SS,31,123,Y,FG
4,hi,black,10,4,11,0.03,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1477,SS,52,151,Y,FG
4,hi,black,10,5,12,0.03,0.02,1,NA,NA,NA,NA,NA,NA,SS2022_1495,SS,5,151,Y,FG
4,hi,black,10,6,46,0.12,0.08,2,NA,NA,NA,NA,NA,NA,SS2022_1496,SS,32,123,Y,FG
4,hi,black,10,8,15,0.05,0.03,1,NA,NA,NA,NA,1,NA,SS2022_1498,SS,59,139,Y,FG
4,hi,black,10,9,377,1.13,0.65,5,NA,NA,NA,NA,NA,NA,SS2022_1499,SS,76,151,Y,FG
4,hi,black,2,1,85,0.29,0.11,1,NA,NA,NA,NA,NA,NA,SS2022_1406,SS,68,139,Y,FG
4,hi,black,2,10,48,0.16,0.14,1,NA,NA,NA,NA,NA,NA,SS2022_1415,SS,12,139,Y,FG
4,hi,black,2,2,356,1.14,0.67,4,NA,NA,NA,NA,NA,NA,SS2022_1411,SS,71,165,Y,FG
4,hi,black,2,3,182,0.73,0.66,5,NA,NA,NA,NA,NA,NA,SS2022_1408,SS,75,151,Y,FG
4,hi,black,2,4,43,0.1,0.13,2,NA,NA,NA,NA,NA,NA,SS2022_1409,SS,45,139,Y,FG
4,hi,black,2,5,15,0.06,0.03,1,NA,NA,NA,NA,NA,NA,SS2022_1410,SS,57,151,Y,FG
4,hi,black,2,6,217,0.65,0.35,3,NA,NA,NA,NA,NA,NA,SS2022_1435,SS,34,139,Y,FG
4,hi,black,2,7,87,0.33,0.27,3,NA,NA,NA,NA,NA,NA,SS2022_1436,SS,13,139,Y,FG
4,hi,black,2,9,45,0.15,0.07,1,NA,NA,NA,NA,NA,NA,SS2022_1414,SS,33,139,Y,FG
4,hi,black,3,1,66,0.21,0.2,1,NA,NA,NA,NA,NA,NA,SS2022_1416,SS,77,151,Y,FG
4,hi,black,3,10,37,0.17,0.12,1,NA,NA,NA,NA,NA,NA,SS2022_1405,SS,42,139,Y,FG
4,hi,black,3,2,39,0.13,0.09,1,NA,NA,NA,NA,NA,NA,SS2022_1417,SS,89,151,Y,FG
