SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Yes or No),BRTE neighbors ,Final census date,Seeds (Yes or No),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y or N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?)
Plymouth,N,control,9.2,10/22/2021,3/11/2022,N,8,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,N,control,9.4,10/22/2021,3/11/2022,Y,6,5/26/2022,Y,0,0.134,,,15,,˜15 unfilled seeds
Plymouth,N,control,9.6,10/22/2021,3/11/2022,Y,1,5/26/2022,Y,53,0.119,,,,,NA
Plymouth,N,control,9.8,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,N,control,10,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,47,0.120,,,,,NA
Plymouth,E,removal,2.2,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,2.4,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,2.6,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,2.8,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,3,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,3.2,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,3.4,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,3.6,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,E,removal,3.8,10/22/2021,3/11/2022,Y,6,5/26/2022,N,0,0.068,,,,,Browsed; next to ant hill
Plymouth,E,removal,4,10/22/2021,3/11/2022,Y,2,5/26/2022,N,0,0.002,,,,,Browsed; next to ant hill
Plymouth,E,removal,4.2,10/22/2021,3/11/2022,Y,4,5/26/2022,N,0,0.002,,,,,Tiny; browsed; next to ant hill
Plymouth,E,removal,4.4,10/22/2021,3/11/2022,Y,2,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,4.6,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,4.8,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,5,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,5.2,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,5.4,10/22/2021,3/11/2022,Y,1,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,5.6,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,5.8,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,6,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,6.2,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,6.4,10/22/2021,3/11/2022,Y,2,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,6.6,10/22/2021,3/11/2022,Y,3,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,6.8,10/22/2021,3/11/2022,Y,0,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,E,removal,7,10/22/2021,3/11/2022,Y,3,5/26/2022,N,0,-,,,,,Gone; next to ant hill
Plymouth,S,removal,2.2,10/22/2021,3/11/2022,Y,1,5/26/2022,N,0,0.001,,,,,Tiny
Plymouth,S,removal,2.4,10/22/2021,3/11/2022,Y,3,5/26/2022,Y,48,0.150,,,,,NA
Plymouth,S,removal,2.6,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,47,0.182,,,1,,˜1 unfilled seed
Plymouth,S,removal,2.8,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,3,10/22/2021,3/11/2022,Y,7,5/26/2022,N,0,0.019,,,,,NA
Plymouth,S,removal,3.2,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,3.4,10/22/2021,3/11/2022,Y,6,5/26/2022,Y,1,0.043,,,9,,˜9 unfilled seeds
Plymouth,S,removal,3.6,10/22/2021,3/11/2022,Y,1,5/26/2022,Y,105,0.306,,,6,,˜6 unfilled seeds
Plymouth,S,removal,3.8,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,4,10/22/2021,3/11/2022,Y,3,5/26/2022,Y,101,0.444,,,15,,˜15 unfilled seeds
Plymouth,S,removal,4.2,10/22/2021,3/11/2022,Y,3,5/26/2022,Y,45,0.120,,,,,NA
Plymouth,S,removal,4.4,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,94,0.294,,,7,,˜7 unfilled seeds
Plymouth,S,removal,4.6,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,39,0.144,,,1,,˜1 unfilled seed
Plymouth,S,removal,4.8,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,67,0.223,,,,,NA
Plymouth,S,removal,5,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,98,0.259,,,,,NA
Plymouth,S,removal,5.2,10/22/2021,3/11/2022,Y,8,5/26/2022,Y,31,0.090,,,,,NA
Plymouth,S,removal,5.4,10/22/2021,3/11/2022,Y,5,5/26/2022,Y,28,0.081,,,,,NA
Plymouth,S,removal,5.6,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,5.8,10/22/2021,3/11/2022,Y,2,5/26/2022,Y,85,0.219,,,,,NA
Plymouth,S,removal,6,10/22/2021,3/11/2022,Y,1,5/26/2022,Y,148,0.497,,,3,,˜3 unfilled seeds
Plymouth,S,removal,6.2,10/22/2021,3/11/2022,N,2,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,6.4,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,6.6,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,6.8,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,S,removal,7,10/22/2021,3/11/2022,Y,7,5/26/2022,Y,11,0.110,,,11,,˜11 unfilled seeds
Plymouth,W,control,0.2,10/22/2021,3/11/2022,Y,12,5/26/2022,N,0,-,,,,,Gone
Plymouth,W,control,0.4,10/22/2021,3/11/2022,Y,20,5/26/2022,Y,6,0.020,,,,,NA
Plymouth,W,control,0.6,10/22/2021,3/11/2022,Y,17,5/26/2022,N,0,0.010,,,,,Tiny
Plymouth,W,control,0.8,10/22/2021,3/11/2022,Y,9,5/26/2022,Y,82,0.237,,,,,NA
Plymouth,W,control,1,10/22/2021,3/11/2022,Y,3,5/26/2022,Y,32,0.103,,,,,NA
Plymouth,W,control,1.2,10/22/2021,3/11/2022,Y,7,5/26/2022,Y,14,0.045,,,,,NA
Plymouth,W,control,1.4,10/22/2021,3/11/2022,Y,8,5/26/2022,Y,2,0.015,,,,,NA
Plymouth,W,control,1.6,10/22/2021,3/11/2022,Y,4,5/26/2022,Y,8,0.051,,,,,NA
Plymouth,W,control,1.8,10/22/2021,3/11/2022,Y,4,5/26/2022,Y,5,0.053,,,,,NA
Plymouth,W,control,2,10/22/2021,3/11/2022,N,5,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,2.2,10/22/2021,3/11/2022,N,2,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,2.4,10/22/2021,3/11/2022,N,4,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,2.6,10/22/2021,3/11/2022,Y,2,5/26/2022,Y,25,0.045,,,,,NA
Plymouth,W,control,2.8,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,3,10/22/2021,3/11/2022,Y,1,5/26/2022,N,0,0.045,,,,,NA
Plymouth,W,control,3.2,10/22/2021,3/11/2022,Y,1,5/26/2022,Y,8,0.041,,,,,NA
Plymouth,W,control,3.4,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,1,0.013,,,,,NA
Plymouth,W,control,3.6,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,3.8,10/22/2021,3/11/2022,Y,3,5/26/2022,Y,0,0.033,,,1,,˜1 unfilled seed
Plymouth,W,control,4,10/22/2021,3/11/2022,Y,12,5/26/2022,Y,1,0.025,,,2,,˜2 unfilled seeds
Plymouth,W,control,4.2,10/22/2021,3/11/2022,N,17,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,4.4,10/22/2021,3/11/2022,Y,11,5/26/2022,Y,3,0.013,,,,,NA
Plymouth,W,control,4.6,10/22/2021,3/11/2022,N,30,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,4.8,10/22/2021,3/11/2022,N,12,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,5,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,5.2,10/22/2021,3/11/2022,N,3,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,5.4,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,5.6,10/22/2021,3/11/2022,N,7,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,5.8,10/22/2021,3/11/2022,Y,5,5/26/2022,Y,23,0.056,,,,,NA
Plymouth,W,control,6,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,37,0.099,,,,,NA
Plymouth,W,control,6.2,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,6.4,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,19,0.047,,,,,NA
Plymouth,W,control,6.6,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,6.8,10/22/2021,3/11/2022,Y,0,5/26/2022,Y,7,0.012,,,,,NA
Plymouth,W,control,7,10/22/2021,3/11/2022,Y,1,5/26/2022,Y,7,0.024,,,,,NA
Plymouth,W,control,7.2,10/22/2021,3/11/2022,Y,2,5/26/2022,Y,6,0.018,,,,,NA
Plymouth,W,control,7.4,10/22/2021,3/11/2022,N,0,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,7.6,10/22/2021,3/11/2022,Y,1,5/26/2022,Y,11,0.081,,,,,NA
Plymouth,W,control,7.8,10/22/2021,3/11/2022,Y,1,5/26/2022,Y,10,0.051,,,,,NA
Plymouth,W,control,8,10/22/2021,3/11/2022,Y,10,5/26/2022,Y,7,0.013,,,,,NA
Plymouth,W,control,8.2,10/22/2021,3/11/2022,Y,3,5/26/2022,Y,8,0.015,,,,,NA
Plymouth,W,control,8.4,10/22/2021,3/11/2022,Y,3,5/26/2022,N,0,0.004,,,,,Tiny
Plymouth,W,control,8.6,10/22/2021,3/11/2022,N,1,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,8.8,10/22/2021,3/11/2022,Y,4,5/26/2022,Y,3,0.010,,,,,NA
Plymouth,W,control,9,10/22/2021,3/11/2022,Y,4,5/26/2022,Y,8,0.029,,,,,NA
Plymouth,W,control,9.2,10/22/2021,3/11/2022,Y,20,5/26/2022,Y,4,0.016,,,,,Seeds dispersed
Plymouth,W,control,9.4,10/22/2021,3/11/2022,N,22,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,9.6,10/22/2021,3/11/2022,Y,8,5/26/2022,Y,26,0.067,,,,,NA
Plymouth,W,control,9.8,10/22/2021,3/11/2022,N,8,5/26/2022,NA,NA,NA,,,,,NA
Plymouth,W,control,10,10/22/2021,3/11/2022,Y,14,5/26/2022,Y,1,0.020,,,,,Seeds dispersed
EOARC,N,control,0.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.05,,,,,2 empty seed heads
EOARC,N,control,0.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,1,0,,,,,
EOARC,N,control,0.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.02,,,,,
EOARC,N,control,0.8,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,1.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,16,0.14,,,,,2 stems attached to toothpick; both collected and weighed
EOARC,N,control,1.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.04,,,,,
EOARC,N,control,1.4,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,N,control,1.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,10,0.07,,,,,
EOARC,N,control,1.8,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,2.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,10,0.13,,,,,3 stems from same base; all collected and weighed
EOARC,N,control,2.2,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,2.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.03,,,,,
EOARC,N,control,2.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,7,0.08,,,,,
EOARC,N,control,2.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,8,0.07,,,,,
EOARC,N,control,3.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,6,0.05,,,,,1 empty seed head
EOARC,N,control,3.2,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,N,control,3.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,13,0.13,,,,,
EOARC,N,control,3.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.04,,,,,
EOARC,N,control,3.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.04,,,,,
EOARC,N,control,4.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.03,,,,,
EOARC,N,control,4.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,4,0.04,,,,,
EOARC,N,control,4.4,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,4.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.02,,,,,
EOARC,N,control,4.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.03,,,,,
EOARC,N,control,5.0,9/17/2021,4/15/2022,Y,2,6/6/2022,Y,2,0.02,,,,,
EOARC,N,control,5.2,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,5.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.013,,,,,
EOARC,N,control,5.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.012,,,1,,1 empty glume
EOARC,N,control,5.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.026,,,,,
EOARC,N,control,6.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,1,0,,,,,
EOARC,N,control,6.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.02,,,,,
EOARC,N,control,6.4,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,6.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,1,0.01,,,,,
EOARC,N,control,6.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.02,,,,,
EOARC,N,control,7.0,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,N,control,7.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,7,0.02,,,2,,2 empty glumes; 1 empty seed head
EOARC,N,control,7.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,4,0.03,,,,,
EOARC,N,control,7.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,N,control,7.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.02,,,,,
EOARC,N,control,8.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,12,0.12,,,,,
EOARC,N,control,8.2,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,8.4,9/17/2021,4/15/2022,Y,0,6/6/2022,N,4,0.09,,,,,2 stems; both in boot stage; both collected and weighed
EOARC,N,control,8.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,15,0.13,,,,,
EOARC,N,control,8.8,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,N,control,9.0,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,9.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.03,,,,,
EOARC,N,control,9.4,9/17/2021,4/15/2022,Y,4,6/6/2022,N,,,,,,,DEAD
EOARC,N,control,9.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,8,0.11,,,,,2 stems from base; both collected
EOARC,N,control,9.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,6,0.05,,,,,
EOARC,N,control,10.0,9/17/2021,4/15/2022,Y,2,6/6/2022,Y,3,0.02,,,,,
EOARC,W,control,0.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.02,,,,,
EOARC,W,control,0.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.01,,,,,
EOARC,W,control,0.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,14,0.14,,,,,
EOARC,W,control,0.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,6,0.05,,,,,
EOARC,W,control,1.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.05,,,,,
EOARC,W,control,1.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.01,,,,,
EOARC,W,control,1.4,9/17/2021,4/15/2022,Y,0,6/6/2022,N,0,0.01,,,,,
EOARC,W,control,1.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,13,0.11,,,1,,1 empty glume
EOARC,W,control,1.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.02,,,,,1 empty seed head
EOARC,W,control,2.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.04,,,,,1 empty seed head
EOARC,W,control,2.2,9/17/2021,4/15/2022,Y,2,6/6/2022,Y,8,0.06,,,,,
EOARC,W,control,2.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.05,,,,,2 emerging stems at base; both collected
EOARC,W,control,2.6,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,W,control,2.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,8,0.08,,,,,
EOARC,W,control,3.0,9/17/2021,4/15/2022,Y,1,6/6/2022,Y,16,0.19,,,,,
EOARC,W,control,3.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,10,0.1,,,,,
EOARC,W,control,3.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,10,0.09,,,,,
EOARC,W,control,3.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,3.8,9/17/2021,4/15/2022,Y,0,6/6/2022,N,0,0.01,,,,,1 empty seed head
EOARC,W,control,4.0,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,4.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.02,,,,,
EOARC,W,control,4.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,4,0.02,,,,,
EOARC,W,control,4.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,4.8,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,5.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.02,,,,,
EOARC,W,control,5.2,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,5.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,7,0.06,,,,,
EOARC,W,control,5.6,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,W,control,5.8,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,6.0,9/17/2021,4/15/2022,N,1,6/6/2022,N,,,,,,,
EOARC,W,control,6.2,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,W,control,6.4,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,6.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,6.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,4,0.04,,,,,
EOARC,W,control,7.0,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,W,control,7.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,7,0.05,,,,,
EOARC,W,control,7.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,8,0.07,,,,,
EOARC,W,control,7.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,11,0.1,,,,,
EOARC,W,control,7.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,11,0.1,,,,,
EOARC,W,control,8.0,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,W,control,8.2,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,W,control,8.4,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,W,control,8.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,8.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,4,0.04,,,,,
EOARC,W,control,9.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.05,,,,,
EOARC,W,control,9.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,6,0.05,,,,,
EOARC,W,control,9.4,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,W,control,9.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,W,control,9.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,8,0.07,,,,,
EOARC,W,control,10.0,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,S,removal,2.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,8,0.06,,,1,,1 empty glume
EOARC,S,removal,2.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.02,,,,,
EOARC,S,removal,2.6,9/17/2021,4/15/2022,Y,3,6/6/2022,Y,7,0.06,,,,,
EOARC,S,removal,2.8,9/17/2021,4/15/2022,Y,1,6/6/2022,Y,33,0.27,,,,,5 stems; 2 empty seedheads; all collected
EOARC,S,removal,3.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,38,0.24,,,,,4 stems; 3 empty seed heads
EOARC,S,removal,3.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,9,0.06,,,,,
EOARC,S,removal,3.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,43,0.27,,,,,4 stems
EOARC,S,removal,3.6,9/17/2021,4/15/2022,Y,3,6/6/2022,Y,15,0.14,,,,,
EOARC,S,removal,3.8,9/17/2021,4/15/2022,Y,3,6/6/2022,N,,,,,,,DEAD
EOARC,S,removal,4.0,9/17/2021,4/15/2022,Y,8,6/6/2022,Y,3,0.02,,,,,
EOARC,S,removal,4.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,48,0.32,,,,,5 stems
EOARC,S,removal,4.4,9/17/2021,4/15/2022,Y,3,6/6/2022,Y,7,0.05,,,,,
EOARC,S,removal,4.6,9/17/2021,4/15/2022,Y,7,6/6/2022,Y,32,0.24,,,,,2 stems
EOARC,S,removal,4.8,9/17/2021,4/15/2022,Y,4,6/6/2022,Y,19,0.16,,,,,2 stems
EOARC,S,removal,5.0,9/17/2021,4/15/2022,N,4,6/6/2022,N,,,,,,,
EOARC,S,removal,5.2,9/17/2021,4/15/2022,N,4,6/6/2022,N,,,,,,,
EOARC,S,removal,5.4,9/17/2021,4/15/2022,Y,1,6/6/2022,Y,11,0.11,,,,,3 stems; 1 empty seed heads
EOARC,S,removal,5.6,9/17/2021,4/15/2022,Y,2,6/6/2022,Y,5,0.04,,,,,2 stems; 1 empty glume
EOARC,S,removal,5.8,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,S,removal,6.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,22,0.15,,,,,3 stems
EOARC,S,removal,6.2,9/17/2021,4/15/2022,Y,3,6/6/2022,Y,3,0.03,,,,,
EOARC,S,removal,6.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,34,0.22,,,,,2 stems
EOARC,S,removal,6.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,S,removal,6.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,8,0.06,,,,,
EOARC,S,removal,7.0,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,E,removal,2.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,2,0.01,,,,,1 empty seed head
EOARC,E,removal,2.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,4,0.04,,,,,
EOARC,E,removal,2.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,13,0.11,,,,,
EOARC,E,removal,2.8,9/17/2021,4/15/2022,Y,4,6/6/2022,Y,11,0.08,,,,,
EOARC,E,removal,3.0,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,E,removal,3.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.06,,,,,
EOARC,E,removal,3.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.05,,,,,1 empty seed head
EOARC,E,removal,3.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.03,,,,,toothpick not found (crown of grass) 1 empty seed head
EOARC,E,removal,3.8,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,E,removal,4.0,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,5,0.05,,,,,1 empty seed head
EOARC,E,removal,4.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.02,,,,,
EOARC,E,removal,4.4,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,3,0.02,,,,,
EOARC,E,removal,4.6,9/17/2021,4/15/2022,N,0,6/6/2022,N,,,,,,,
EOARC,E,removal,4.8,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,4,0.03,,,,,
EOARC,E,removal,5.0,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,
EOARC,E,removal,5.2,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,6,0.04,,,,,
EOARC,E,removal,5.4,9/17/2021,4/15/2022,Y,0,6/6/2022,N,,,,,,,DEAD
EOARC,E,removal,5.6,9/17/2021,4/15/2022,Y,0,6/6/2022,Y,6,0.06,,,,,1 empty seed head
EOARC,E,removal,5.8,9/17/2021,4/15/2022,Y,1,6/6/2022,N,,,,,,,DEAD
