SiteCode,"Transect (N, E, S, or W)",Treatment (control OR removal),Distance from center (m),Planting date,Emergence census date,Emerged (Y/N),BRTE neighbors ,Final census date,Seeds (Y/N),Seeds produced,Total plant dry mass (g),Seed mass (g),Seed drop (Y/N),Unfilled seeds,Smut seeds,Notes (Herbivore damage? Disease?),,,,,,,,,
Woodruff,S,control,4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,4.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,4.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,4.6,9/15/2022,10/31/2022,N,NA,6/23/2023,not found,,,,not found,,,,,,,,,,,,
Woodruff,S,control,4.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,5,9/15/2022,10/31/2022,N,0,6/23/2023,Y,2,0.008,0.001,N,,,,,,,,,,,,
Woodruff,S,control,5.2,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,5.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,5.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,5.8,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,6,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,4,0.007,0.002,N,,,,,,,,,,,,
Woodruff,S,control,6.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,6.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,6.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,6.8,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP; 2 GREEN SEEDS,,,,,,,,,
Woodruff,S,control,7,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,7.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,7.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,7.6,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,S,control,7.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,8.2,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,1,0.004,0.001,N,,,,,,,,,,,,
Woodruff,S,control,8.4,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,S,control,8.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,8.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,9,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,9.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,9.4,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,S,control,9.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,S,control,9.8,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,S,control,10,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,N,removal,2.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,2.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,2.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,2.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,3,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,8,0.047,0.005,N,,,8 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,3.2,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,6,0.02,0.004,N,,,6 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,3.4,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,N,removal,3.6,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,29,0.095,0.018,N,,,29 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,3.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,4,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,16,0.078,0.01,N,,,16 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,4.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,4.4,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,N,removal,4.6,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,22,0.121,0.018,N,,,22 GREEN SEEEDS,,,,,,,,,
Woodruff,N,removal,4.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,5,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,5.2,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,23,0.065,0.021,N,,,23 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,5.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,5.6,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,8,0.03,0.006,N,,,8 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,5.8,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,20,0.074,0.017,N,,,20 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,6,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,32,0.093,0.027,N,,,32 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,6.2,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,10,0.033,0.008,N,,,10 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,6.4,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,11,0.032,0.008,N,,,11 GREEN SEEDS,,,,,,,,,
Woodruff,N,removal,6.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,N,removal,6.8,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,N,removal,7,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,2.2,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,3,0.014,0.001,N,,,3 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,2.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,2.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,2.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,3,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,E,removal,3.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,3.4,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,8,0.039,0.006,N,,,8 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,3.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,3.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,4.2,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,37,0.109,0.035,N,,,37 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,4.4,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,9,0.031,0.007,N,,,9 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,4.6,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,37,0.141,0.037,N,,,37 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,4.8,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,21,0.08,0.015,N,,,21 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,5,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,3,0.011,0.002,N,,,3 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,5.2,9/15/2022,10/31/2022,Y,0,6/23/2023,Y,19,0.09,0.018,N,,,19 GREEN SEEDS,,,,,,,,,
Woodruff,E,removal,5.4,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,E,removal,5.6,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
Woodruff,E,removal,5.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,6.2,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,6.4,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,6.6,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,6.8,9/15/2022,10/31/2022,N,0,6/23/2023,N,,,,,,,,,,,,,,,,
Woodruff,E,removal,7,9/15/2022,10/31/2022,Y,0,6/23/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,0.2,9/15/2022,10/31/2022,Y,6,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,0.4,9/15/2022,10/31/2022,Y,12,6/30/2023,Y,5,0.017,0.009,N,3,,,,,,,,,,,
SouthEden,S,control,0.6,9/15/2022,10/31/2022,Y,13,6/30/2023,Y,3,0.008,0.002,N,3,,,,,,,,,,,
SouthEden,S,control,0.8,9/15/2022,10/31/2022,Y,6,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,1,9/15/2022,10/31/2022,Y,6,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,1.2,9/15/2022,10/31/2022,N,6,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,S,control,1.4,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,1.6,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,5,0.021,0.009,N,1,,,,,,,,,,,
SouthEden,S,control,1.8,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,18,0.052,0.047,N,2,,,,,,,,,,,
SouthEden,S,control,2,9/15/2022,10/31/2022,Y,3,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,2.2,9/15/2022,10/31/2022,N,8,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,S,control,2.4,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,2.6,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,7,0.033,0.019,N,2,,,,,,,,,,,
SouthEden,S,control,2.8,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,2,0.005,0.006,N,,,,,,,,,,,,
SouthEden,S,control,3,9/15/2022,10/31/2022,Y,8,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,3.2,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,20,0.048,0.059,N,3,,,,,,,,,,,
SouthEden,S,control,3.4,9/15/2022,10/31/2022,Y,11,6/30/2023,Y,19,0.056,0.062,N,,,,,,,,,,,,
SouthEden,S,control,3.6,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,7,0.01,0.013,N,1,,,,,,,,,,,
SouthEden,S,control,3.8,9/15/2022,10/31/2022,Y,15,6/30/2023,Y,23,0.109,0.063,N,7,,,,,,,,,,,
SouthEden,S,control,4,9/15/2022,10/31/2022,Y,8,6/30/2023,Y,4,0.011,0.011,N,,,,,,,,,,,,
SouthEden,S,control,4.2,9/15/2022,10/31/2022,Y,7,6/30/2023,Y,6,0.012,0.015,N,,,,,,,,,,,,
SouthEden,S,control,4.4,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,11,0.034,0.03,N,1,,,,,,,,,,,
SouthEden,S,control,4.6,9/15/2022,10/31/2022,Y,7,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,4.8,9/15/2022,10/31/2022,Y,10,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,5,9/15/2022,10/31/2022,Y,11,6/30/2023,Y,9,0.025,0.025,N,,,,,,,,,,,,
SouthEden,S,control,5.2,9/15/2022,10/31/2022,Y,10,6/30/2023,Y,11,0.036,0.023,N,2,,,,,,,,,,,
SouthEden,S,control,5.4,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,2,0.008,0.006,N,,,,,,,,,,,,
SouthEden,S,control,5.6,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,5.8,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,6,9/15/2022,10/31/2022,Y,8,6/30/2023,Y,2,0.006,0.005,N,,,,,,,,,,,,
SouthEden,S,control,6.2,9/15/2022,10/31/2022,Y,5,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,6.4,9/15/2022,10/31/2022,Y,12,6/30/2023,Y,1,0.002,0.002,N,,,,,,,,,,,,
SouthEden,S,control,6.6,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,8,0.012,0.008,N,,8,,,,,,,,,,
SouthEden,S,control,6.8,9/15/2022,10/31/2022,Y,12,6/30/2023,Y,9,0.02,0.026,N,,,,,,,,,,,,
SouthEden,S,control,7,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,6,0.018,0.015,N,,,,,,,,,,,,
SouthEden,S,control,7.2,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,7.4,9/15/2022,10/31/2022,Y,0,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,7.6,9/15/2022,10/31/2022,Y,1,6/30/2023,Y,8,0.015,0.013,N,,,,,,,,,,,,
SouthEden,S,control,7.8,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,8,9/15/2022,10/31/2022,N,0,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,S,control,8.2,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,8.4,9/15/2022,10/31/2022,Y,3,6/30/2023,Y,9,0.015,0.012,N,,,,,,,,,,,,
SouthEden,S,control,8.6,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,8.8,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,2,0.004,0.002,N,,,2 GREEN SEEDS,,,,,,,,,
SouthEden,S,control,9,9/15/2022,10/31/2022,Y,8,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,9.2,9/15/2022,10/31/2022,Y,0,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,S,control,9.4,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,9,0.02,0.015,N,,,2 GREEN SEEDS,,,,,,,,,
SouthEden,S,control,9.6,9/15/2022,10/31/2022,N,0,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,S,control,9.8,9/15/2022,10/31/2022,N,3,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,S,control,10,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,0.2,9/15/2022,10/31/2022,Y,3,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,0.4,9/15/2022,10/31/2022,Y,NA,6/30/2023,not found,,,,not found,,,,,,,,,,,,
SouthEden,W,control,0.6,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,26,0.055,0.068,N,,,,,,,,,,,,
SouthEden,W,control,0.8,9/15/2022,10/31/2022,N,9,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,W,control,1,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,11,0.034,0.03,N,3,,,,,,,,,,,
SouthEden,W,control,1.2,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,6,0.011,0.013,N,,,,,,,,,,,,
SouthEden,W,control,1.4,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,13,0.04,0.039,N,,,,,,,,,,,,
SouthEden,W,control,1.6,9/15/2022,10/31/2022,N,5,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,W,control,1.8,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,2,9/15/2022,10/31/2022,Y,2,6/30/2023,Y,7,0.018,0.021,N,1,,,,,,,,,,,
SouthEden,W,control,2.2,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,2.4,9/15/2022,10/31/2022,N,1,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,W,control,2.6,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,3,0.007,0.005,N,,,3 GREEN SEEDS,,,,,,,,,
SouthEden,W,control,2.8,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,4,0.017,0.011,N,,,,,,,,,,,,
SouthEden,W,control,3,9/15/2022,10/31/2022,Y,6,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,3.2,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,3.4,9/15/2022,10/31/2022,Y,6,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,3.6,9/15/2022,10/31/2022,missing,NA,6/30/2023,not found,,,,not found,,,,,,,,,,,,
SouthEden,W,control,3.8,9/15/2022,10/31/2022,N,0,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,W,control,4,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,4.2,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,4.4,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,4.6,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,4.8,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,5,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,5.2,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,5.4,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,7,0.02,0.017,N,,,,,,,,,,,,
SouthEden,W,control,5.6,9/15/2022,10/31/2022,Y,0,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,5.8,9/15/2022,10/31/2022,Y,3,6/30/2023,Y,50,0.134,0.116,N,2,,,,,,,,,,,
SouthEden,W,control,6,9/15/2022,10/31/2022,Y,5,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,6.2,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,6.4,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,6.6,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,6.8,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,7,9/15/2022,10/31/2022,Y,8,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,7.2,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,7.4,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,7.6,9/15/2022,10/31/2022,Y,6,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,7.8,9/15/2022,10/31/2022,Y,8,6/30/2023,Y,7,0.025,0.006,N,7,,,,,,,,,,,
SouthEden,W,control,8,9/15/2022,10/31/2022,Y,0,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,8.2,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,8.4,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,8,0.019,0.019,N,,,,,,,,,,,,
SouthEden,W,control,8.6,9/15/2022,10/31/2022,Y,1,6/30/2023,Y,12,0.018,0.016,N,,12,,,,,,,,,,
SouthEden,W,control,8.8,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,9,9/15/2022,10/31/2022,N,1,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,W,control,9.2,9/15/2022,10/31/2022,Y,3,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,9.4,9/15/2022,10/31/2022,N,1,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,W,control,9.6,9/15/2022,10/31/2022,Y,3,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,9.8,9/15/2022,10/31/2022,Y,9,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,W,control,10,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,2.2,9/15/2022,10/31/2022,Y,15,6/30/2023,Y,3,0.008,0.007,N,,,,,,,,,,,,
SouthEden,N,removal,2.4,9/15/2022,10/31/2022,Y,12,6/30/2023,Y,28,0.101,0.076,N,,,,,,,,,,,,
SouthEden,N,removal,2.6,9/15/2022,10/31/2022,Y,7,6/30/2023,Y,35,0.131,0.095,N,,,,,,,,,,,,
SouthEden,N,removal,2.8,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,3,9/15/2022,10/31/2022,Y,6,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,3.2,9/15/2022,10/31/2022,N,0,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,N,removal,3.4,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,3.6,9/15/2022,10/31/2022,Y,0,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,3.8,9/15/2022,10/31/2022,Y,8,6/30/2023,Y,49,0.208,0.064,N,,,41 GREEN SEEDS,,,,,,,,,
SouthEden,N,removal,4,9/15/2022,10/31/2022,Y,12,6/30/2023,Y,48,0.161,0.108,N,,,,,,,,,,,,
SouthEden,N,removal,4.2,9/15/2022,10/31/2022,N,3,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,N,removal,4.4,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,141,0.557,0.307,N,4,,,,,,,,,,,
SouthEden,N,removal,4.6,9/15/2022,10/31/2022,Y,5,6/30/2023,Y,16,0.045,0.037,N,,,,,,,,,,,,
SouthEden,N,removal,4.8,9/15/2022,10/31/2022,Y,4,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,5,9/15/2022,10/31/2022,Y,10,6/30/2023,Y,182,0.369,0.397,N,3,92,,,,,,,,,,
SouthEden,N,removal,5.2,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,20,0.051,0.047,N,2,,,,,,,,,,,
SouthEden,N,removal,5.4,9/15/2022,10/31/2022,Y,3,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,5.6,9/15/2022,10/31/2022,N,3,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,N,removal,5.8,9/15/2022,10/31/2022,Y,3,6/30/2023,Y,754,1.386,0.984,N,4,616,,,,,,,,,,
SouthEden,N,removal,6,9/15/2022,10/31/2022,N,1,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,N,removal,6.2,9/15/2022,10/31/2022,Y,1,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,6.4,9/15/2022,10/31/2022,Y,3,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,N,removal,6.6,9/15/2022,10/31/2022,N,0,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,N,removal,6.8,9/15/2022,10/31/2022,N,1,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,N,removal,7,9/15/2022,10/31/2022,Y,2,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,E,removal,2.2,9/15/2022,10/31/2022,Y,8,6/30/2023,Y,40,0.055,0.063,N,,40,,,,,,,,,,
SouthEden,E,removal,2.4,9/15/2022,10/31/2022,Y,9,6/30/2023,Y,31,0.086,0.068,N,7,,,,,,,,,,,
SouthEden,E,removal,2.6,9/15/2022,10/31/2022,N,0,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,E,removal,2.8,9/15/2022,10/31/2022,N,3,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,E,removal,3,9/15/2022,10/31/2022,N,0,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,E,removal,3.2,9/15/2022,10/31/2022,Y,7,6/30/2023,N,,,,,,,NP,,,,,,,,,
SouthEden,E,removal,3.4,9/15/2022,10/31/2022,Y,7,6/30/2023,Y,77,0.251,0.22,N,1,,,,,,,,,,,
SouthEden,E,removal,3.6,9/15/2022,10/31/2022,Y,1,6/30/2023,Y,33,0.107,0.093,N,,,,,,,,,,,,
SouthEden,E,removal,3.8,9/15/2022,10/31/2022,N,4,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,E,removal,4,9/15/2022,10/31/2022,Y,4,6/30/2023,Y,29,0.061,0.049,N,,12,,,,,,,,,,
SouthEden,E,removal,4.2,9/15/2022,10/31/2022,Y,12,6/30/2023,Y,26,0.092,0.052,N,6,,,,,,,,,,,
SouthEden,E,removal,4.4,9/15/2022,10/31/2022,Y,6,6/30/2023,Y,195,0.554,0.397,N,1,91,,,,,,,,,,
SouthEden,E,removal,4.6,9/15/2022,10/31/2022,N,5,6/30/2023,N,,,,,,,,,,,,,,,,
SouthEden,E,removal,4.8,9/15/2022,10/31/2022,Y,3,6/30/2023,N,,,,,,,NP,,,,,,,,,
